zpid,schoolName,schoolRating,type,gradeLevel,grades,distanceFromListing,link,lastUpdated
28351202,Caraway Intermediate School,,Public,Elementary,,1.1,https://www.greatschools.org/texas/houston/213-Caraway-Intermediate-School/,2024-11-27 06:13:47.193574 UTC
17151093,Vip Village Preschool,,Public,Elementary,,0.8,https://www.greatschools.org/california/imperial-beach/31079-Vip-Village-Preschool/,2024-11-22 11:25:39.370306 UTC
20958651,Maxine Waters Employment Prep Center,,Public,Elementary,,0.6,https://www.greatschools.org/california/los-angeles/14291-Maxine-Waters-Employment-Prep-Center/,2024-11-20 23:54:07.087739 UTC
89644559,Cobb 6th Grade Campus,5,Public,Elementary,6,0.5,https://www.greatschools.org/texas/houston/9422-Cobb-6th-Grade-Campus/,2024-11-28 06:03:26.602665 UTC
73454910,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,10.2,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:36:42.205218 UTC
73563636,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,3.3,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:36:42.205218 UTC
73555820,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,2.6,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:36:42.205218 UTC
73650815,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,7.9,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:36:42.205218 UTC
73569861,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,7.5,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:36:42.205218 UTC
114029011,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,4.2,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:36:42.205218 UTC
2065148334,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,3.1,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:36:42.205218 UTC
114029011,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,4.2,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:38:32.696502 UTC
2065148334,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,3.1,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:38:32.696502 UTC
73569861,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,7.5,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:38:32.696502 UTC
73454910,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,10.2,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:38:32.696502 UTC
73563636,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,3.3,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:38:32.696502 UTC
73555820,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,2.6,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:38:32.696502 UTC
73650815,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,7.9,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:38:32.696502 UTC
73569861,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,7.5,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:39:45.005993 UTC
73650815,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,7.9,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:39:45.005993 UTC
73563636,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,3.3,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:39:45.005993 UTC
73454910,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,10.2,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:39:45.005993 UTC
114029011,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,4.2,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:39:45.005993 UTC
2065148334,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,3.1,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:39:45.005993 UTC
73555820,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,2.6,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:39:45.005993 UTC
73546515,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,1,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 09:30:22.381606 UTC
73573807,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,2.3,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 09:30:22.381606 UTC
114028776,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,4.3,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-20 23:54:07.087739 UTC
73577611,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,2.6,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-20 23:54:07.087739 UTC
73563542,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,4.2,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-20 23:54:07.087739 UTC
284889931,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,3.6,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-20 23:54:07.087739 UTC
443023156,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,3.9,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-29 05:32:39.695397 UTC
114038299,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,2.4,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-28 06:03:26.602665 UTC
73580059,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,9.7,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-28 06:03:26.602665 UTC
73586188,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,8.1,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-28 06:03:26.602665 UTC
73599683,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,2,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-27 06:13:47.193574 UTC
95195421,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,0.7,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-27 06:13:47.193574 UTC
73577319,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,1.3,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-27 09:23:19.830028 UTC
2060431024,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,1.4,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-21 11:09:29.025827 UTC
114029084,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,4.3,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-21 11:09:29.025827 UTC
114028776,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,4.3,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-21 11:09:29.025827 UTC
73650917,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,0.4,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-21 11:09:29.025827 UTC
73589952,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,1.2,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-22 11:25:39.370306 UTC
73579513,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,9.8,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-22 11:25:39.370306 UTC
114029084,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,4.3,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-22 11:25:39.370306 UTC
73651119,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,1.3,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-22 11:25:39.370306 UTC
95201947,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,0.6,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-22 11:25:39.370306 UTC
73650917,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,0.4,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-22 11:25:39.370306 UTC
73563648,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,3.3,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-22 11:25:39.370306 UTC
73569861,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,7.5,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-22 11:25:39.370306 UTC
114024148,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,4,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-22 11:25:39.370306 UTC
73563636,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,3.3,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-22 11:25:39.370306 UTC
73454272,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,10.1,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-22 11:25:39.370306 UTC
73569861,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,7.5,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:35:29.098275 UTC
73563636,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,3.3,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:35:29.098275 UTC
114029011,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,4.2,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:35:29.098275 UTC
2065148334,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,3.1,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:35:29.098275 UTC
73555820,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,2.6,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:35:29.098275 UTC
73650815,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,7.9,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:35:29.098275 UTC
73454910,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,10.2,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-23 06:35:29.098275 UTC
73571887,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,0.4,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-26 09:21:12.508108 UTC
73653821,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,2.9,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-26 09:21:12.508108 UTC
114023095,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,4.6,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-26 06:02:41.046157 UTC
73578543,Robert Frost Sixth-Grade Academy,,Public,Elementary,6,1.1,https://www.greatschools.org/kentucky/louisville/746-Frost-Middle-School/,2024-11-26 06:02:41.046157 UTC
14267122,Marietta 6th Grade School,6,Public,Elementary,6,3,https://www.greatschools.org/georgia/marietta/2828-Marietta-6th-Grade-School/,2024-11-29 05:32:39.695397 UTC
14267122,Marietta 6th Grade School,6,Public,Elementary,6,3,https://www.greatschools.org/georgia/marietta/2828-Marietta-6th-Grade-School/,2024-11-28 06:03:26.602665 UTC
1084996,Joyce Kilmer School 69,,Public,Elementary,6,0.6,https://www.greatschools.org/indiana/indianapolis/4720-Joyce-Kilmer-School-69/,2024-11-28 06:03:26.602665 UTC
1116292,Joyce Kilmer School 69,,Public,Elementary,6,0.4,https://www.greatschools.org/indiana/indianapolis/4720-Joyce-Kilmer-School-69/,2024-11-28 06:03:26.602665 UTC
1071574,Joyce Kilmer School 69,,Public,Elementary,6,0.7,https://www.greatschools.org/indiana/indianapolis/4720-Joyce-Kilmer-School-69/,2024-11-26 09:21:12.508108 UTC
1074201,Joyce Kilmer School 69,,Public,Elementary,6,0.6,https://www.greatschools.org/indiana/indianapolis/4720-Joyce-Kilmer-School-69/,2024-11-26 06:02:41.046157 UTC
1174698,Southport 6th Grade Academy,6,Public,Elementary,6,1.2,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-23 06:36:42.205218 UTC
1184256,Southport 6th Grade Academy,6,Public,Elementary,6,2.6,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-23 06:36:42.205218 UTC
2129773493,Southport 6th Grade Academy,6,Public,Elementary,6,2,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-23 06:36:42.205218 UTC
2129773493,Southport 6th Grade Academy,6,Public,Elementary,6,2,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-23 06:38:32.696502 UTC
1184256,Southport 6th Grade Academy,6,Public,Elementary,6,2.6,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-23 06:38:32.696502 UTC
1174698,Southport 6th Grade Academy,6,Public,Elementary,6,1.2,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-23 06:38:32.696502 UTC
1174698,Southport 6th Grade Academy,6,Public,Elementary,6,1.2,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-23 06:39:45.005993 UTC
1184256,Southport 6th Grade Academy,6,Public,Elementary,6,2.6,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-23 06:39:45.005993 UTC
2129773493,Southport 6th Grade Academy,6,Public,Elementary,6,2,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-23 06:39:45.005993 UTC
167365261,Southport 6th Grade Academy,6,Public,Elementary,6,2.9,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-23 09:30:22.381606 UTC
79673684,Southport 6th Grade Academy,6,Public,Elementary,6,2.6,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-23 09:30:22.381606 UTC
1168719,Southport 6th Grade Academy,6,Public,Elementary,6,2.6,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-20 23:54:07.087739 UTC
1189803,Southport 6th Grade Academy,6,Public,Elementary,6,1.3,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-29 05:32:39.695397 UTC
1170161,Southport 6th Grade Academy,6,Public,Elementary,6,0.9,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-28 06:03:26.602665 UTC
1189803,Southport 6th Grade Academy,6,Public,Elementary,6,1.3,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-28 06:03:26.602665 UTC
1186497,Southport 6th Grade Academy,6,Public,Elementary,6,1.9,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-28 09:24:51.68519 UTC
1186148,Southport 6th Grade Academy,6,Public,Elementary,6,2.4,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-21 11:09:29.025827 UTC
1186148,Southport 6th Grade Academy,6,Public,Elementary,6,2.4,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-22 11:25:39.370306 UTC
1174698,Southport 6th Grade Academy,6,Public,Elementary,6,1.2,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-23 06:35:29.098275 UTC
1184256,Southport 6th Grade Academy,6,Public,Elementary,6,2.6,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-23 06:35:29.098275 UTC
2129773493,Southport 6th Grade Academy,6,Public,Elementary,6,2,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-23 06:35:29.098275 UTC
1191159,Southport 6th Grade Academy,6,Public,Elementary,6,2.6,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-26 09:21:12.508108 UTC
1170348,Southport 6th Grade Academy,6,Public,Elementary,6,1.1,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-26 09:21:12.508108 UTC
2069486107,Southport 6th Grade Academy,6,Public,Elementary,6,2,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-25 05:33:30.373085 UTC
52489552,Southport 6th Grade Academy,6,Public,Elementary,6,1.9,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-26 06:02:41.046157 UTC
441962634,Southport 6th Grade Academy,6,Public,Elementary,6,0.8,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-26 06:02:41.046157 UTC
1186450,Southport 6th Grade Academy,6,Public,Elementary,6,1.9,https://www.greatschools.org/indiana/indianapolis/3201-Southport-6th-Grade-Academy/,2024-11-26 06:02:41.046157 UTC
1192272,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1.5,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-23 06:36:42.205218 UTC
1188902,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-23 06:36:42.205218 UTC
112855551,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1.2,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-23 06:36:42.205218 UTC
1188902,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-23 06:38:32.696502 UTC
112855551,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1.2,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-23 06:38:32.696502 UTC
1192272,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1.5,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-23 06:38:32.696502 UTC
1188902,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-23 06:39:45.005993 UTC
1192272,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1.5,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-23 06:39:45.005993 UTC
112855551,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1.2,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-23 06:39:45.005993 UTC
1170684,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1.5,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-23 09:30:22.381606 UTC
1191706,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1.5,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-23 09:30:22.381606 UTC
252258358,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,2.5,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-23 09:30:22.381606 UTC
1168030,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,4.7,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-23 09:30:22.381606 UTC
252258028,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-20 23:54:07.087739 UTC
52488896,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1.1,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-20 23:54:07.087739 UTC
59814161,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1.4,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-20 23:54:07.087739 UTC
1168758,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,3.8,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-20 23:54:07.087739 UTC
1174025,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,4.7,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-28 06:03:26.602665 UTC
59814013,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,2.8,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-28 06:03:26.602665 UTC
1191988,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1.2,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-28 06:03:26.602665 UTC
1186528,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,2.1,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-28 06:03:26.602665 UTC
1179774,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,0.5,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-28 06:03:26.602665 UTC
1179533,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,2.8,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-28 06:03:26.602665 UTC
1179941,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,3,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-28 06:03:26.602665 UTC
1179533,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,2.8,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-27 06:13:47.193574 UTC
59814013,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,2.8,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-27 06:13:47.193574 UTC
67858140,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1.8,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-27 09:23:19.830028 UTC
1168758,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,3.8,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-21 11:09:29.025827 UTC
1181684,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,0.4,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-21 14:20:38.213508 UTC
1176891,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-22 11:25:39.370306 UTC
1188898,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1.1,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-22 11:25:39.370306 UTC
1176062,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,2.1,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-22 11:25:39.370306 UTC
1190323,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1.1,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-22 11:25:39.370306 UTC
66386513,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,2.3,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-22 11:25:39.370306 UTC
112848725,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1.1,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-22 14:21:59.768243 UTC
1192272,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1.5,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-23 06:35:29.098275 UTC
1188902,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-23 06:35:29.098275 UTC
112855551,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1.2,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-23 06:35:29.098275 UTC
61761117,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,2.2,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-26 09:21:12.508108 UTC
1184818,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,1.6,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-26 09:21:12.508108 UTC
1180027,Perry Meridian 6th Grade Academy,7,Public,Elementary,6,2.7,https://www.greatschools.org/indiana/indianapolis/3202-Perry-Meridian-6th-Grade-Academy/,2024-11-25 05:33:30.373085 UTC
34081057,Hilliard Station Sixth Grade Elementary School,6,Public,Elementary,6,3.9,https://www.greatschools.org/ohio/hilliard/2354-Hilliard-Station-Sixth-Grade-Elementary-School/,2024-11-23 09:30:22.381606 UTC
41067286,Boy's Prep,,Charter,Middle,7,1.5,https://www.greatschools.org/tennessee/nashville/6453-BoyS-Prep/,2024-11-23 09:30:22.381606 UTC
41066965,Boy's Prep,,Charter,Middle,7,1.4,https://www.greatschools.org/tennessee/nashville/6453-BoyS-Prep/,2024-11-20 23:54:07.087739 UTC
59888920,Boy's Prep,,Charter,Middle,7,1.6,https://www.greatschools.org/tennessee/nashville/6453-BoyS-Prep/,2024-11-28 06:03:26.602665 UTC
336767176,Poe Middle School,1,Public,Middle,8,1.1,https://www.greatschools.org/texas/san-antonio/6034-Poe-Middle-School/,2024-11-23 06:36:42.205218 UTC
26131993,Poe Middle School,1,Public,Middle,8,1.6,https://www.greatschools.org/texas/san-antonio/6034-Poe-Middle-School/,2024-11-23 06:36:42.205218 UTC
26140072,Poe Middle School,1,Public,Middle,8,0.2,https://www.greatschools.org/texas/san-antonio/6034-Poe-Middle-School/,2024-11-23 06:36:42.205218 UTC
26131993,Poe Middle School,1,Public,Middle,8,1.6,https://www.greatschools.org/texas/san-antonio/6034-Poe-Middle-School/,2024-11-23 06:38:32.696502 UTC
26140072,Poe Middle School,1,Public,Middle,8,0.2,https://www.greatschools.org/texas/san-antonio/6034-Poe-Middle-School/,2024-11-23 06:38:32.696502 UTC
336767176,Poe Middle School,1,Public,Middle,8,1.1,https://www.greatschools.org/texas/san-antonio/6034-Poe-Middle-School/,2024-11-23 06:38:32.696502 UTC
26131993,Poe Middle School,1,Public,Middle,8,1.6,https://www.greatschools.org/texas/san-antonio/6034-Poe-Middle-School/,2024-11-23 06:39:45.005993 UTC
