zpid,schoolName,schoolRating,type,gradeLevel,grades,distanceFromListing,link,lastUpdated
31981100,Is 73 The Frank Sansivieri Intermediate School,5,Public,Middle,6-8,0.6,https://www.greatschools.org/new-york/queens/2271-Is-73-The-Frank-Sansivieri-Intermediate-School/,2024-11-21 11:09:29.025827 UTC
31983425,Is 73 The Frank Sansivieri Intermediate School,5,Public,Middle,6-8,0.3,https://www.greatschools.org/new-york/queens/2271-Is-73-The-Frank-Sansivieri-Intermediate-School/,2024-11-22 11:25:39.370306 UTC
31989916,Is 73 The Frank Sansivieri Intermediate School,5,Public,Middle,6-8,0.6,https://www.greatschools.org/new-york/queens/2271-Is-73-The-Frank-Sansivieri-Intermediate-School/,2024-11-22 11:25:39.370306 UTC
31984295,Is 73 The Frank Sansivieri Intermediate School,5,Public,Middle,6-8,0.2,https://www.greatschools.org/new-york/queens/2271-Is-73-The-Frank-Sansivieri-Intermediate-School/,2024-11-22 14:21:59.768243 UTC
165298600,Feltonville School Of Arts & Sciences,4,Public,Middle,6-8,0.6,https://www.greatschools.org/pennsylvania/philadelphia/1921-Feltonville-School-Of-Arts--Sciences/,2024-11-20 23:54:07.087739 UTC
10426560,Feltonville School Of Arts & Sciences,4,Public,Middle,6-8,0.6,https://www.greatschools.org/pennsylvania/philadelphia/1921-Feltonville-School-Of-Arts--Sciences/,2024-11-20 23:54:07.087739 UTC
10426533,Feltonville School Of Arts & Sciences,4,Public,Middle,6-8,0.6,https://www.greatschools.org/pennsylvania/philadelphia/1921-Feltonville-School-Of-Arts--Sciences/,2024-11-29 05:32:39.695397 UTC
165298600,Feltonville School Of Arts & Sciences,4,Public,Middle,6-8,0.6,https://www.greatschools.org/pennsylvania/philadelphia/1921-Feltonville-School-Of-Arts--Sciences/,2024-11-29 05:32:39.695397 UTC
67363316,Feltonville School Of Arts & Sciences,4,Public,Middle,6-8,0.1,https://www.greatschools.org/pennsylvania/philadelphia/1921-Feltonville-School-Of-Arts--Sciences/,2024-11-28 06:03:26.602665 UTC
10427591,Feltonville School Of Arts & Sciences,4,Public,Middle,6-8,0.5,https://www.greatschools.org/pennsylvania/philadelphia/1921-Feltonville-School-Of-Arts--Sciences/,2024-11-28 09:24:51.68519 UTC
10424025,Feltonville School Of Arts & Sciences,4,Public,Middle,6-8,0.4,https://www.greatschools.org/pennsylvania/philadelphia/1921-Feltonville-School-Of-Arts--Sciences/,2024-11-21 14:20:38.213508 UTC
10426787,Feltonville School Of Arts & Sciences,4,Public,Middle,6-8,0.7,https://www.greatschools.org/pennsylvania/philadelphia/1921-Feltonville-School-Of-Arts--Sciences/,2024-11-22 11:25:39.370306 UTC
10426533,Feltonville School Of Arts & Sciences,4,Public,Middle,6-8,0.6,https://www.greatschools.org/pennsylvania/philadelphia/1921-Feltonville-School-Of-Arts--Sciences/,2024-11-22 11:25:39.370306 UTC
10427641,Feltonville School Of Arts & Sciences,4,Public,Middle,6-8,0.6,https://www.greatschools.org/pennsylvania/philadelphia/1921-Feltonville-School-Of-Arts--Sciences/,2024-11-26 06:02:41.046157 UTC
20617401,William Jefferson Clinton Middle School,3,Public,Middle,6-8,1.2,https://www.greatschools.org/california/los-angeles/16981-William-Jefferson-Clinton-Middle-School/,2024-11-20 23:54:07.087739 UTC
20618213,William Jefferson Clinton Middle School,3,Public,Middle,6-8,0.5,https://www.greatschools.org/california/los-angeles/16981-William-Jefferson-Clinton-Middle-School/,2024-11-21 11:09:29.025827 UTC
20617401,William Jefferson Clinton Middle School,3,Public,Middle,6-8,1.2,https://www.greatschools.org/california/los-angeles/16981-William-Jefferson-Clinton-Middle-School/,2024-11-21 11:09:29.025827 UTC
20618213,William Jefferson Clinton Middle School,3,Public,Middle,6-8,0.5,https://www.greatschools.org/california/los-angeles/16981-William-Jefferson-Clinton-Middle-School/,2024-11-22 11:25:39.370306 UTC
30732741,Mark Twain is 239 for the Gifted and Talented,9,Public,Middle,6-8,0.8,https://www.greatschools.org/new-york/brooklyn/2694-Mark-Twain-Is-239-For-The-Gifted-And-Talented/,2024-11-27 06:13:47.193574 UTC
30732472,Mark Twain is 239 for the Gifted and Talented,9,Public,Middle,6-8,0.7,https://www.greatschools.org/new-york/brooklyn/2694-Mark-Twain-Is-239-For-The-Gifted-And-Talented/,2024-11-27 06:13:47.193574 UTC
296631041,Haynes Middle,4,Public,Middle,6-8,8.7,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:36:42.205218 UTC
442813254,Haynes Middle,4,Public,Middle,6-8,0.9,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:36:42.205218 UTC
41050592,Haynes Middle,4,Public,Middle,6-8,7.3,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:36:42.205218 UTC
342373482,Haynes Middle,4,Public,Middle,6-8,0.5,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:36:42.205218 UTC
442782417,Haynes Middle,4,Public,Middle,6-8,1.1,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:36:42.205218 UTC
442782743,Haynes Middle,4,Public,Middle,6-8,1.1,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:36:42.205218 UTC
342372702,Haynes Middle,4,Public,Middle,6-8,0.4,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:36:42.205218 UTC
342372700,Haynes Middle,4,Public,Middle,6-8,0.5,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:36:42.205218 UTC
342373481,Haynes Middle,4,Public,Middle,6-8,0.5,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:36:42.205218 UTC
342372703,Haynes Middle,4,Public,Middle,6-8,0.4,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:36:42.205218 UTC
342372701,Haynes Middle,4,Public,Middle,6-8,0.4,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:36:42.205218 UTC
442782369,Haynes Middle,4,Public,Middle,6-8,1.1,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:36:42.205218 UTC
342372702,Haynes Middle,4,Public,Middle,6-8,0.4,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:38:32.696502 UTC
41050592,Haynes Middle,4,Public,Middle,6-8,7.3,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:38:32.696502 UTC
342372703,Haynes Middle,4,Public,Middle,6-8,0.4,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:38:32.696502 UTC
342373481,Haynes Middle,4,Public,Middle,6-8,0.5,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:38:32.696502 UTC
342372700,Haynes Middle,4,Public,Middle,6-8,0.5,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:38:32.696502 UTC
342372701,Haynes Middle,4,Public,Middle,6-8,0.4,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:38:32.696502 UTC
296631041,Haynes Middle,4,Public,Middle,6-8,8.7,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:38:32.696502 UTC
442813254,Haynes Middle,4,Public,Middle,6-8,0.9,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:38:32.696502 UTC
342373482,Haynes Middle,4,Public,Middle,6-8,0.5,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:38:32.696502 UTC
442782369,Haynes Middle,4,Public,Middle,6-8,1.1,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:38:32.696502 UTC
442782417,Haynes Middle,4,Public,Middle,6-8,1.1,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:38:32.696502 UTC
442782743,Haynes Middle,4,Public,Middle,6-8,1.1,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:38:32.696502 UTC
342373481,Haynes Middle,4,Public,Middle,6-8,0.5,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:39:45.005993 UTC
342372703,Haynes Middle,4,Public,Middle,6-8,0.4,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:39:45.005993 UTC
41050592,Haynes Middle,4,Public,Middle,6-8,7.3,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:39:45.005993 UTC
442782417,Haynes Middle,4,Public,Middle,6-8,1.1,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:39:45.005993 UTC
442782743,Haynes Middle,4,Public,Middle,6-8,1.1,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:39:45.005993 UTC
342373482,Haynes Middle,4,Public,Middle,6-8,0.5,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:39:45.005993 UTC
296631041,Haynes Middle,4,Public,Middle,6-8,8.7,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:39:45.005993 UTC
342372700,Haynes Middle,4,Public,Middle,6-8,0.5,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:39:45.005993 UTC
442813254,Haynes Middle,4,Public,Middle,6-8,0.9,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:39:45.005993 UTC
442782369,Haynes Middle,4,Public,Middle,6-8,1.1,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:39:45.005993 UTC
342372702,Haynes Middle,4,Public,Middle,6-8,0.4,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:39:45.005993 UTC
342372701,Haynes Middle,4,Public,Middle,6-8,0.4,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:39:45.005993 UTC
296614346,Haynes Middle,4,Public,Middle,6-8,3.1,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-24 05:51:59.805116 UTC
41050592,Haynes Middle,4,Public,Middle,6-8,7.3,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-24 05:51:59.805116 UTC
296614346,Haynes Middle,4,Public,Middle,6-8,3.1,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-20 23:54:07.087739 UTC
442722169,Haynes Middle,4,Public,Middle,6-8,0.3,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-20 23:54:07.087739 UTC
41072408,Haynes Middle,4,Public,Middle,6-8,1.5,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-20 23:54:07.087739 UTC
442722045,Haynes Middle,4,Public,Middle,6-8,0.3,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-20 23:54:07.087739 UTC
108786969,Haynes Middle,4,Public,Middle,6-8,4.9,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-20 23:54:07.087739 UTC
442745319,Haynes Middle,4,Public,Middle,6-8,1.1,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-20 23:54:07.087739 UTC
41083041,Haynes Middle,4,Public,Middle,6-8,0.1,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-20 23:54:07.087739 UTC
442721360,Haynes Middle,4,Public,Middle,6-8,0.3,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-20 23:54:07.087739 UTC
442721587,Haynes Middle,4,Public,Middle,6-8,0.3,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-20 23:54:07.087739 UTC
41081151,Haynes Middle,4,Public,Middle,6-8,3.2,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-20 23:54:07.087739 UTC
41050592,Haynes Middle,4,Public,Middle,6-8,7.3,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-29 05:32:39.695397 UTC
41074100,Haynes Middle,4,Public,Middle,6-8,0.8,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-28 06:03:26.602665 UTC
41081216,Haynes Middle,4,Public,Middle,6-8,3,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-28 06:03:26.602665 UTC
41052393,Haynes Middle,4,Public,Middle,6-8,7.9,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-28 06:03:26.602665 UTC
41074100,Haynes Middle,4,Public,Middle,6-8,0.8,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-27 06:13:47.193574 UTC
41049359,Haynes Middle,4,Public,Middle,6-8,9.5,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-28 09:24:51.68519 UTC
41083041,Haynes Middle,4,Public,Middle,6-8,0.1,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-21 11:09:29.025827 UTC
71270190,Haynes Middle,4,Public,Middle,6-8,2.8,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-21 11:09:29.025827 UTC
108786969,Haynes Middle,4,Public,Middle,6-8,4.9,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-21 11:09:29.025827 UTC
442745319,Haynes Middle,4,Public,Middle,6-8,1.1,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-21 11:09:29.025827 UTC
55294425,Haynes Middle,4,Public,Middle,6-8,7.9,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-21 11:09:29.025827 UTC
296631041,Haynes Middle,4,Public,Middle,6-8,8.7,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-22 11:25:39.370306 UTC
55294425,Haynes Middle,4,Public,Middle,6-8,7.9,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-22 11:25:39.370306 UTC
342373481,Haynes Middle,4,Public,Middle,6-8,0.5,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:35:29.098275 UTC
342372700,Haynes Middle,4,Public,Middle,6-8,0.5,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:35:29.098275 UTC
342372703,Haynes Middle,4,Public,Middle,6-8,0.4,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:35:29.098275 UTC
442782369,Haynes Middle,4,Public,Middle,6-8,1.1,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:35:29.098275 UTC
442813254,Haynes Middle,4,Public,Middle,6-8,0.9,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:35:29.098275 UTC
342372701,Haynes Middle,4,Public,Middle,6-8,0.4,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:35:29.098275 UTC
342373482,Haynes Middle,4,Public,Middle,6-8,0.5,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:35:29.098275 UTC
296631041,Haynes Middle,4,Public,Middle,6-8,8.7,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:35:29.098275 UTC
442782417,Haynes Middle,4,Public,Middle,6-8,1.1,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:35:29.098275 UTC
442782743,Haynes Middle,4,Public,Middle,6-8,1.1,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:35:29.098275 UTC
342372702,Haynes Middle,4,Public,Middle,6-8,0.4,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:35:29.098275 UTC
41050592,Haynes Middle,4,Public,Middle,6-8,7.3,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-23 06:35:29.098275 UTC
71270175,Haynes Middle,4,Public,Middle,6-8,4.4,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-26 09:21:12.508108 UTC
67620035,Haynes Middle,4,Public,Middle,6-8,0.7,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-25 05:33:30.373085 UTC
41081216,Haynes Middle,4,Public,Middle,6-8,3,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-26 06:02:41.046157 UTC
41072789,Haynes Middle,4,Public,Middle,6-8,0.8,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-26 06:02:41.046157 UTC
41052441,Haynes Middle,4,Public,Middle,6-8,7.3,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-26 06:02:41.046157 UTC
41070588,Haynes Middle,4,Public,Middle,6-8,2.6,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-26 06:02:41.046157 UTC
41047777,Haynes Middle,4,Public,Middle,6-8,12.5,https://www.greatschools.org/tennessee/nashville/2356-Haynes-Health--Medical-Science-Design-Center/,2024-11-25 09:04:10.39504 UTC
29778444,Science and Technology Academy: A Mott Hall School,9,Public,Middle,6-8,0.7,https://www.greatschools.org/new-york/bronx/13299-Science-And-Technology-Academy-A-Mott-Hall-School/,2024-11-28 06:03:26.602665 UTC
442721660,New Voices School Of Academic And Creative Arts,9,Public,Middle,6-8,0.4,https://www.greatschools.org/new-york/brooklyn/7717-New-Voices-School-Of-Academic-And-Creative-Arts/,2024-11-20 23:54:07.087739 UTC
442769648,New Voices School Of Academic And Creative Arts,9,Public,Middle,6-8,0.5,https://www.greatschools.org/new-york/brooklyn/7717-New-Voices-School-Of-Academic-And-Creative-Arts/,2024-11-22 11:25:39.370306 UTC
442769647,New Voices School Of Academic And Creative Arts,9,Public,Middle,6-8,0.5,https://www.greatschools.org/new-york/brooklyn/7717-New-Voices-School-Of-Academic-And-Creative-Arts/,2024-11-22 11:25:39.370306 UTC
442769644,New Voices School Of Academic And Creative Arts,9,Public,Middle,6-8,0.5,https://www.greatschools.org/new-york/brooklyn/7717-New-Voices-School-Of-Academic-And-Creative-Arts/,2024-11-22 11:25:39.370306 UTC
442771621,Pelham Academy Of Academics And Community Engageme,6,Public,Middle,6-8,0.2,https://www.greatschools.org/new-york/bronx/13309-Pelham-Academy-Of-Academics-And-Community-Engageme/,2024-11-23 06:36:42.205218 UTC
442771621,Pelham Academy Of Academics And Community Engageme,6,Public,Middle,6-8,0.2,https://www.greatschools.org/new-york/bronx/13309-Pelham-Academy-Of-Academics-And-Community-Engageme/,2024-11-23 06:38:32.696502 UTC
442771621,Pelham Academy Of Academics And Community Engageme,6,Public,Middle,6-8,0.2,https://www.greatschools.org/new-york/bronx/13309-Pelham-Academy-Of-Academics-And-Community-Engageme/,2024-11-23 06:39:45.005993 UTC
442993721,Pelham Academy Of Academics And Community Engageme,6,Public,Middle,6-8,1.5,https://www.greatschools.org/new-york/bronx/13309-Pelham-Academy-Of-Academics-And-Community-Engageme/,2024-11-28 06:03:26.602665 UTC
442993132,Pelham Academy Of Academics And Community Engageme,6,Public,Middle,6-8,1.5,https://www.greatschools.org/new-york/bronx/13309-Pelham-Academy-Of-Academics-And-Community-Engageme/,2024-11-28 06:03:26.602665 UTC
244430598,Pelham Academy Of Academics And Community Engageme,6,Public,Middle,6-8,0.5,https://www.greatschools.org/new-york/bronx/13309-Pelham-Academy-Of-Academics-And-Community-Engageme/,2024-11-21 14:20:38.213508 UTC
442771621,Pelham Academy Of Academics And Community Engageme,6,Public,Middle,6-8,0.2,https://www.greatschools.org/new-york/bronx/13309-Pelham-Academy-Of-Academics-And-Community-Engageme/,2024-11-23 06:35:29.098275 UTC
245482799,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.6,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-23 06:36:42.205218 UTC
245475447,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.6,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-23 06:36:42.205218 UTC
2063224000,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.2,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-23 06:36:42.205218 UTC
442768747,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.1,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-23 06:36:42.205218 UTC
245475447,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.6,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-23 06:38:32.696502 UTC
2063224000,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.2,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-23 06:38:32.696502 UTC
245482799,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.6,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-23 06:38:32.696502 UTC
442768747,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.1,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-23 06:38:32.696502 UTC
245475447,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.6,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-23 06:39:45.005993 UTC
245482799,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.6,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-23 06:39:45.005993 UTC
442768747,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.1,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-23 06:39:45.005993 UTC
2063224000,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.2,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-23 06:39:45.005993 UTC
442721664,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.3,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-20 23:54:07.087739 UTC
442706461,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.3,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-20 23:54:07.087739 UTC
2053525496,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.3,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-20 23:54:07.087739 UTC
2080380939,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.3,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-20 23:54:07.087739 UTC
2054552858,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.3,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-20 23:54:07.087739 UTC
245380850,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.2,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-27 06:13:47.193574 UTC
119532081,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.2,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-22 11:25:39.370306 UTC
442769042,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.1,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-22 11:25:39.370306 UTC
2063224000,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.2,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-22 11:25:39.370306 UTC
442768747,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.1,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-22 11:25:39.370306 UTC
442768747,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.1,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-23 06:35:29.098275 UTC
245482799,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.6,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-23 06:35:29.098275 UTC
245475447,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.6,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-23 06:35:29.098275 UTC
2063224000,Albert Shanker School For Visual And Performing Ar,6,Public,Middle,6-8,0.2,https://www.greatschools.org/new-york/queens/2424-Albert-Shanker-School-For-Visual-And-Performing-Ar/,2024-11-23 06:35:29.098275 UTC
59276486,Orville Wright Engineering And Design Magnet,4,Public,Middle,6-8,1.7,https://www.greatschools.org/california/los-angeles/2503-Orville-Wright-Engineering-And-Design-Magnet/,2024-11-23 06:36:42.205218 UTC
