zpid,is_FSBA,is_comingSoon,is_newHome,is_pending,is_forAuction,is_foreclosure,is_bankOwned,is_openHouse,is_FSBO,lastUpdated
19912433,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
1301951,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
2119945938,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
4145627,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
31957942,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
53363412,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
79874605,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
4125364,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
88439641,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
6224180,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
108772176,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
7098713,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
36553474,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
19949232,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
15131345,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
442967388,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
69388417,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
10398294,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
32359365,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
52211465,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
29797197,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
19993041,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
41194137,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
20541177,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
402072132,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
6956837,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
2056439208,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
19920220,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
79797895,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
122196241,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
34091109,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
10562282,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
14602645,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
59997539,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
7817037,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
61762226,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
7175871,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
7036357,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
33731022,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
34303451,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
351355392,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
73666453,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
442365933,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
1080970,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
30294126,false,false,false,false,false,true,false,false,false,2024-11-27 09:23:20.475717 UTC
54583736,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
439713239,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
33372942,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
440508869,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
3643511,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
6187067,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
10205025,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
20039341,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
7113240,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
10260012,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
67641977,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
2057688597,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
351431120,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
1249708,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
10496207,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
350926726,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
441690121,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
99342524,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
10306975,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
142839100,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
136702484,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
14553235,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
36459034,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
10309093,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
48944588,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
51291633,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
7088551,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
2104363640,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
7065178,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
337888056,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
88906026,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
49135762,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
26434783,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
10384101,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
48848629,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
46214823,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
32300128,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
30160842,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
349866852,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
33902135,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
442295762,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
11474374,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
19925090,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
41054140,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
48780928,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
3999833,false,false,false,false,false,true,false,false,false,2024-11-27 09:23:20.475717 UTC
48903436,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
7100715,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
34103095,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
4113478,false,false,false,false,false,true,false,false,false,2024-11-27 09:23:20.475717 UTC
10877671,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
343442372,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
34253478,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
13319753,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
11606037,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
318347897,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
33871487,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
145618879,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
20033378,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
73565711,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
59309657,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
10307653,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
15078405,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
32343618,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
10565620,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
59092998,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
440150974,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
60745178,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
33926513,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
303786389,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
3660746,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
17093678,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
26900291,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
67858140,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
2097674103,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
34320052,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
190072215,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
54696193,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
26870660,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
10404992,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
58313109,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
7948072,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
439876588,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
16921383,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
73664235,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
30794278,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
32356514,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
32038645,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
60694911,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
59163516,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
69818874,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
58390576,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
20965251,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
36567345,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
72640117,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
6922822,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
48929211,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
119685439,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
441945915,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
126006755,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
248829939,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
44594217,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
10530646,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
1291640,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
13362553,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
11440026,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
20853765,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
247525623,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
6184875,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
344597670,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
66821618,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
32095436,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
351902695,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
318398627,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
66850812,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
64729747,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
54505369,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
19908246,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
20609977,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
49926395,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
11570318,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
171299528,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
71177835,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
10404991,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
20584434,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
111435665,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
331570374,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
339924361,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
58433459,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
7056675,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
35879554,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
442971461,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
61868514,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
10258101,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
442557533,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
337619695,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
299910963,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
20643684,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
41068056,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
20808522,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
15182753,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
11468832,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
52964590,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
32299468,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
13320145,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
34383599,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
441814066,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
65056782,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
10188351,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
3846656,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
6222111,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
20534087,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
89901409,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
33949368,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
34118190,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
10891866,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
343574707,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
346952092,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
14636086,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
36509683,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
14426659,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
11436961,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
2060709122,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
6154760,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
10418818,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
125241591,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
6973457,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
41079981,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
2053275418,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
70469781,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
123515635,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
342774241,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
16839100,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
53363309,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
111924582,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
332927272,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
10576569,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
36566497,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
7068942,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
26815899,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
71093438,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
48688178,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
30775499,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
337808670,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
59142559,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
34219915,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
20447502,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
80107045,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
20084530,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
33844098,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
20386916,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
54463299,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
13401746,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
296377550,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
123210791,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
3812541,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
20799726,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
20455721,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
82235329,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
6199190,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
44455836,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
244426851,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
440244712,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
4176455,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
440196239,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
123209728,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
59192633,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
250338041,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
49120008,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
2065791069,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
60326186,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
159468961,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
19979698,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
441746918,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
7532409,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
20448379,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
342869249,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
14704934,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
3992787,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
26702035,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
79735424,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
2096281758,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
10307428,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
20106411,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
441125431,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
125309290,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
29814498,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
20067645,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
17066388,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
1109919,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
48757213,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
19986551,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
19934416,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
32107351,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
10404993,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
2093375829,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
70061449,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
6941044,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
73657852,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
351910188,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
10494541,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
2076939134,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
30707066,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
36456858,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
34077911,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
294975682,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
7961572,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
87766384,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
59108771,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
26758808,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
332853558,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
338810470,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
2060460307,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
2098384862,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
11417547,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
7953598,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
1225932,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
2114621238,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
20558487,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
419118002,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
7120192,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
14268288,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
165172760,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
318397467,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
7532413,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
402201297,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
32195470,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
440810340,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
154602596,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
440576975,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
20136017,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
41114621,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
402578300,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
54948366,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
64769143,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
10539944,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
88491068,false,false,false,false,false,true,false,false,false,2024-11-27 09:23:20.475717 UTC
73544996,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
120895547,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
7541691,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
331533317,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
65564523,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
7166224,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
33980638,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
44937875,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
48966995,false,false,false,false,false,false,false,false,false,2024-11-27 09:23:20.475717 UTC
