iter	Passed	Remaining
177	7737	122664
178	7779	122597
179	7824	122576
180	7851	122286
181	7879	121995
182	7924	121985
183	7948	121643
184	7991	121600
185	8042	121670
186	8090	121707
187	8139	121750
188	8187	121768
189	8234	121785
190	8278	121757
191	8322	121714
192	8364	121648
193	8402	121533
194	8446	121493
195	8490	121469
196	8520	121235
197	8561	121153
198	8606	121134
199	8647	121066
200	8689	121006
201	8734	120988
202	8777	120940
203	8819	120881
204	8862	120837
205	8906	120800
206	8952	120790
207	8994	120735
208	9036	120670
209	9057	120335
210	9091	120177
211	9132	120103
212	9173	120031
213	9216	119991
214	9252	119853
215	9293	119787
216	9337	119755
217	9393	119868
218	9434	119801
219	9477	119758
220	9510	119590
221	9552	119538
222	9578	119277
223	9602	119004
224	9644	118947
225	9686	118889
226	9715	118680
227	9760	118672
228	9801	118603
229	9834	118439
230	9873	118356
231	9911	118252
232	9955	118223
233	9984	118025
234	10026	117969
235	10068	117923
236	10109	117863
237	10130	117560
238	10169	117483
239	10212	117439
240	10266	117531
241	10303	117423
242	10345	117379
243	10387	117332
244	10415	117122
245	10458	117080
246	10502	117056
247	10545	117019
248	10584	116941
249	10611	116724
250	10651	116660
251	10693	116613
252	10732	116531
253	10771	116450
254	10814	116412
255	10858	116386
256	10900	116340
257	10943	116306
258	10963	116031
259	11004	115971
260	11025	115702
261	11068	115666
262	11108	115608
263	11149	115554
264	11194	115535
265	11234	115470
266	11276	115427
267	11317	115372
268	11360	115333
269	11401	115277
270	11443	115239
271	11487	115213
272	11531	115186
273	11575	115160
274	11615	115094
275	11657	115055
276	11698	115001
277	11735	114906
278	11778	114872
279	11819	114813
280	11861	114770
281	11902	114721
282	11948	114710
283	11991	114674
284	12026	114567
285	12067	114518
286	12141	114773
287	12182	114721
288	12215	114590
289	12258	114557
290	12299	114497
291	12345	114488
292	12386	114442
293	12427	114386
294	12469	114342
295	12511	114291
296	12553	114252
297	12598	114232
298	12638	114165
299	12692	114228
300	12732	114167
301	12769	114082
302	12811	114031
303	12852	113980
304	12896	113955
305	12938	113908
306	12984	113899
307	13015	113760
308	13057	113715
309	13098	113662
310	13142	113629
311	13182	113576
312	13226	113540
313	13269	113508
314	13312	113472
315	13354	113425
316	13397	113388
317	13436	113324
318	13478	113277
319	13525	113274
320	13568	113236
321	13612	113208
322	13663	113240
323	13702	113176
324	13746	113143
325	13788	113101
326	13830	113058
327	13873	113014
328	13913	112960
329	13954	112902
330	13988	112793
331	14029	112746
332	14067	112663
333	14110	112626
334	14153	112591
335	14193	112530
336	14234	112478
337	14278	112450
338	14321	112418
339	14363	112373
340	14405	112330
341	14446	112274
342	14483	112195
343	14526	112158
344	14572	112148
345	14613	112093
346	14653	112037
347	14699	112017
348	14742	111986
349	14784	111939
350	14827	111902
351	14896	112061
352	14941	112036
353	14982	111987
354	15027	111964
355	15069	111920
356	15113	111887
357	15155	111844
358	15195	111784
359	15237	111738
360	15277	111682
361	15319	111634
362	15362	111599
363	15404	111558
364	15445	111501
365	15486	111450
366	15528	111407
367	15565	111329
368	15607	111282
369	15650	111247
370	15691	111195
371	15731	111135
372	15775	111102
373	15815	111050
374	15860	111020
375	15902	110976
376	15943	110931
377	15978	110833
378	16020	110790
379	16063	110752
380	16102	110692
381	16146	110656
382	16186	110600
383	16228	110555
384	16270	110515
385	16312	110470
386	16352	110413
387	16394	110369
388	16438	110337
389	16479	110288
390	16514	110195
391	16555	110145
392	16597	110098
393	16638	110050
394	16676	109982
395	16717	109932
396	16759	109884
397	16799	109831
398	16845	109810
399	16889	109784
400	16930	109734
401	16974	109699
402	17018	109667
403	17060	109626
404	17102	109579
405	17146	109550
406	17189	109511
407	17221	109408
408	17254	109309
409	17298	109273
410	17340	109229
411	17381	109183
412	17423	109140
413	17467	109110
414	17509	109064
415	17551	109020
416	17593	108981
417	17633	108920
418	17676	108883
419	17720	108856
420	17763	108816
421	17802	108758
422	17845	108715
423	17889	108687
424	17932	108648
425	17972	108594
426	18013	108547
427	18056	108506
428	18093	108437
429	18136	108398
430	18180	108364
431	18222	108324
432	18264	108276
433	18306	108233
434	18351	108212
435	18392	108160
436	18435	108121
437	18492	108168
438	18538	108151
439	18580	108105
440	18626	108086
441	18669	108049
442	18712	108006
443	18757	107979
444	18802	107953
445	18845	107917
446	18879	107828
447	18922	107792
448	18963	107741
449	19007	107708
450	19051	107678
451	19095	107644
452	19135	107587
453	19175	107536
454	19219	107502
455	19260	107455
456	19301	107403
457	19341	107351
458	19384	107312
459	19426	107265
460	19482	107299
461	19524	107255
462	19564	107202
463	19608	107168
464	19649	107123
465	19690	107071
466	19732	107030
467	19773	106978
468	19814	106930
469	19856	106888
470	19897	106837
471	19939	106792
472	19977	106730
473	20021	106695
474	20064	106659
475	20105	106611
476	20147	106563
477	20189	106522
478	20231	106479
479	20273	106436
480	20315	106391
481	20356	106342
482	20397	106296
483	20440	106257
484	20484	106222
485	20531	106205
486	20573	106164
487	20615	106118
488	20654	106060
489	20695	106010
490	20736	105964
491	20778	105920
492	20819	105872
493	20865	105846
494	20908	105811
495	20951	105771
496	20993	105727
497	21089	105957
498	21123	105870
499	21158	105793
500	21202	105756
501	21242	105706
502	21286	105669
503	21329	105633
504	21372	105590
505	21414	105546
506	21455	105499
507	21499	105466
508	21540	105415
509	21582	105371
510	21626	105336
511	21670	105302
512	21711	105256
513	21753	105211
514	21792	105154
515	21833	105106
516	21875	105062
517	21916	105014
518	21959	104971
519	22002	104934
520	22043	104888
521	22084	104840
522	22128	104805
523	22173	104773
524	22207	104694
525	22250	104654
526	22292	104607
527	22334	104567
528	22373	104508
529	22416	104467
530	22457	104422
531	22491	104340
532	22536	104309
533	22580	104276
534	22622	104234
535	22665	104194
536	22705	104140
537	22747	104098
538	22789	104051
539	22832	104014
540	22873	103967
541	22914	103919
542	22954	103868
543	22994	103812
544	23036	103771
545	23076	103715
546	23119	103677
547	23162	103638
548	23203	103591
549	23246	103553
550	23290	103515
551	23332	103472
552	23373	103424
553	23412	103368
554	23461	103357
555	23507	103332
556	23554	103307
557	23597	103270
558	23640	103232
559	23676	103160
560	23719	103121
561	23764	103090
562	23804	103040
563	23848	103004
564	23890	102961
565	23934	102925
566	23975	102877
567	24017	102836
568	24060	102797
569	24093	102712
570	24132	102657
571	24173	102611
572	24215	102568
573	24257	102522
574	24297	102471
575	24342	102441
576	24385	102400
577	24426	102354
578	24468	102309
579	24510	102268
580	24552	102224
581	24593	102178
582	24634	102129
583	24701	102188
584	24739	102130
585	24779	102078
586	24821	102033
587	24864	101994
588	24906	101952
589	24949	101910
590	24994	101881
591	25035	101834
592	25070	101763
593	25115	101730
594	25158	101692
595	25201	101650
596	25244	101610
597	25285	101563
598	25328	101524
599	25360	101443
600	25403	101402
601	25448	101371
602	25488	101321
603	25531	101279
604	25570	101225
605	25613	101184
606	25656	101146
607	25697	101098
608	25737	101049
609	25790	101048
610	25832	101004
611	25873	100956
612	25914	100908
613	25955	100863
614	25999	100826
615	26038	100774
616	26081	100732
617	26119	100675
618	26163	100637
619	26203	100588
620	26246	100547
621	26288	100504
622	26331	100464
623	26367	100400
624	26411	100363
625	26454	100323
626	26503	100308
627	26545	100263
628	26583	100206
629	26623	100153
630	26655	100073
631	26695	100024
632	26742	99997
633	26775	99924
634	26817	99878
635	26853	99812
636	26896	99773
637	26938	99732
638	26976	99674
639	27019	99635
640	27065	99607
641	27106	99560
642	27146	99509
643	27191	99478
644	27234	99437
645	27275	99390
646	27317	99346
647	27360	99307
648	27401	99261
649	27444	99223
650	27489	99190
651	27533	99156
652	27577	99116
653	27620	99079
654	27662	99034
655	27700	98979
656	27741	98931
657	27782	98886
658	27826	98848
659	27868	98807
660	27914	98777
661	27955	98730
662	27999	98693
663	28041	98651
664	28082	98606
665	28123	98557
666	28161	98501
667	28209	98479
668	28247	98422
669	28289	98379
670	28329	98330
671	28371	98287
672	28414	98248
673	28462	98225
674	28507	98191
675	28543	98129
676	28587	98091
677	28633	98064
678	28680	98037
679	28739	98053
680	28779	98002
681	28822	97963
682	28867	97931
683	28909	97886
684	28953	97848
685	28993	97800
686	29035	97758
687	29077	97712
688	29120	97675
689	29163	97633
690	29203	97585
691	29247	97547
692	29289	97506
693	29331	97461
694	29375	97426
695	29416	97380
696	29459	97338
697	29500	97294
698	29544	97257
699	29591	97228
700	29638	97201
701	29689	97189
702	29742	97180
703	29792	97162
704	29838	97135
705	29890	97124
706	29941	97107
707	29983	97066
708	30027	97029
709	30072	96993
710	30114	96950
711	30157	96910
712	30194	96850
713	30238	96814
714	30276	96758
715	30319	96716
716	30378	96727
717	30421	96687
718	30470	96665
719	30513	96624
720	30546	96554
721	30596	96537
722	30651	96532
723	30768	96724
724	30844	96786
725	30900	96787
726	30949	96765
727	31033	96851
728	31084	96836
729	31125	96787
730	31176	96770
731	31226	96750
732	31281	96745
733	31329	96721
734	31377	96694
735	31423	96661
736	31466	96618
737	31507	96572
738	31549	96526
739	31593	96488
740	31637	96449
741	31678	96402
742	31711	96328
743	31754	96287
744	31800	96256
745	31846	96222
746	31893	96192
747	31939	96159
748	31983	96122
749	32029	96089
750	32078	96064
751	32121	96024
752	32164	95982
753	32219	95974
754	32262	95933
755	32311	95907
756	32354	95866
757	32397	95825
758	32442	95788
759	32486	95749
760	32529	95707
761	32574	95671
762	32617	95630
763	32664	95598
764	32708	95559
765	32750	95515
766	32793	95471
767	32838	95437
768	32880	95390
769	32925	95354
770	32968	95314
771	33015	95283
772	33059	95244
773	33105	95210
774	33150	95173
775	33195	95137
776	33241	95104
777	33289	95075
778	33333	95037
779	33378	95000
780	33422	94961
781	33479	94959
782	33524	94921
783	33598	94966
784	33653	94958
785	33700	94927
786	33746	94894
787	33792	94860
788	33838	94825
789	33885	94793
790	33925	94742
791	33967	94698
792	34011	94657
793	34053	94612
794	34100	94580
795	34143	94537
796	34187	94498
797	34228	94449
798	34269	94400
799	34307	94346
800	34352	94307
801	34390	94252
802	34432	94207
803	34474	94162
804	34519	94123
805	34565	94089
806	34609	94049
807	34654	94014
808	34697	93970
809	34810	94116
810	34868	94115
811	34939	94146
812	34992	94130
813	35066	94170
814	35128	94180
815	35177	94150
816	35220	94109
817	35263	94064
818	35309	94028
819	35353	93987
820	35394	93940
821	35472	93990
822	35533	93993
823	35607	94031
824	35664	94024
825	35722	94018
826	35768	93984
827	35811	93939
828	35853	93894
829	35901	93863
830	35943	93816
831	35988	93778
832	36044	93768
833	36118	93804
834	36161	93759
835	36205	93717
836	36250	93679
837	36294	93637
838	36337	93594
839	36379	93546
840	36423	93504
841	36464	93455
842	36507	93412
843	36551	93370
844	36591	93318
845	36637	93281
846	36681	93241
847	36723	93195
848	36766	93150
849	36809	93107
850	36854	93068
851	36894	93016
852	36936	92969
853	36979	92924
854	37020	92875
855	37062	92830
856	37118	92817
857	37161	92774
858	37203	92727
859	37250	92693
860	37292	92645
861	37338	92609
862	37382	92568
863	37424	92521
864	37465	92472
865	37508	92427
866	37553	92388
867	37590	92330
868	37633	92285
869	37674	92238
870	37716	92190
871	37758	92143
872	37800	92098
873	37845	92059
874	37887	92011
875	37943	92000
876	37988	91961
877	38031	91916
878	38073	91871
879	38116	91825
880	38161	91786
881	38204	91743
882	38247	91699
883	38291	91657
884	38330	91604
885	38373	91560
886	38419	91523
887	38469	91494
888	38511	91448
889	38553	91401
890	38599	91364
891	38645	91329
892	38689	91285
893	38732	91241
894	38773	91193
895	38815	91146
896	38847	91077
897	38888	91027
898	38929	90979
899	38969	90928
900	39003	90862
901	39052	90834
902	39096	90791
903	39152	90779
904	39196	90736
905	39239	90693
906	39278	90639
907	39323	90599
908	39364	90551
909	39406	90505
910	39449	90461
911	39498	90430
912	39544	90393
913	39586	90347
914	39627	90298
915	39667	90248
916	39710	90203
917	39752	90158
918	39796	90115
919	39840	90074
920	39884	90031
921	39929	89992
922	39970	89944
923	40015	89904
924	40061	89867
925	40093	89798
926	40134	89750
927	40175	89703
928	40219	89661
929	40266	89624
930	40298	89558
931	40340	89510
932	40379	89458
933	40420	89408
934	40463	89365
935	40509	89327
936	40552	89284
937	40596	89242
938	40638	89196
939	40684	89160
940	40732	89126
941	40777	89086
942	40827	89058
943	40877	89028
944	40940	89029
945	40993	89007
946	41094	89089
947	41146	89063
948	41199	89040
949	41274	89065
950	41320	89028
951	41366	88990
952	41417	88963
953	41466	88931
954	41516	88902
955	41568	88877
956	41632	88877
957	41685	88854
958	41734	88822
959	41781	88785
960	41823	88739
961	41867	88696
962	41922	88676
963	41967	88636
964	42015	88602
965	42062	88565
966	42106	88523
967	42155	88491
968	42197	88444
969	42240	88400
970	42283	88356
971	42324	88307
972	42363	88253
973	42406	88208
974	42452	88169
975	42494	88122
976	42537	88080
977	42586	88046
978	42632	88007
979	42676	87965
980	42722	87927
981	42772	87896
982	42822	87865
983	42880	87851
984	42937	87835
985	42993	87818
986	43045	87791
987	43108	87788
988	43153	87747
989	43199	87708
990	43242	87662
991	43286	87619
992	43341	87598
993	43389	87565
994	43432	87520
995	43481	87485
996	43525	87443
997	43571	87404
998	43614	87360
999	43658	87316
1000	43700	87270
1001	43747	87232
1002	43796	87199
1003	43856	87189
1004	43911	87167
1005	43969	87151
1006	44018	87119
1007	44084	87119
1008	44194	87206
1009	44250	87185
1010	44294	87143
1011	44342	87107
1012	44389	87069
1013	44439	87038
1014	44483	86995
1015	44532	86960
1016	44581	86926
1017	44631	86894
1018	44681	86863
1019	44728	86826
1020	44772	86781
1021	44816	86738
1022	44858	86691
1023	44901	86644
1024	44951	86613
1025	45027	86632
1026	45108	86660
1027	45168	86646
1028	45225	86627
1029	45282	86608
1030	45334	86579
1031	45385	86548
1032	45434	86514
1033	45482	86478
1034	45535	86451
1035	45580	86409
1036	45624	86365
1037	45668	86322
1038	45713	86279
1039	45757	86234
1040	45801	86190
1041	45842	86142
1042	45883	86092
1043	45927	86048
1044	45970	86002
1045	46014	85958
1046	46057	85912
1047	46100	85866
1048	46142	85819
1049	46184	85771
1050	46226	85724
1051	46267	85673
1052	46308	85625
1053	46348	85573
1054	46393	85531
1055	46438	85489
1056	46479	85440
1057	46522	85394
1058	46564	85346
1059	46606	85298
1060	46649	85252
1061	46691	85205
1062	46735	85160
1063	46777	85113
1064	46818	85064
1065	46860	85017
1066	46902	84970
1067	46934	84903
1068	46974	84853
1069	47017	84807
1070	47061	84763
1071	47105	84720
1072	47149	84674
1073	47191	84628
1074	47232	84579
1075	47274	84531
1076	47316	84483
1077	47357	84434
1078	47398	84385
1079	47441	84340
1080	47482	84291
1081	47524	84243
1082	47568	84199
1083	47609	84151
1084	47651	84103
1085	47691	84053
1086	47735	84008
1087	47776	83960
1088	47823	83921
1089	47867	83877
1090	47908	83828
1091	47949	83779
1092	47994	83737
1093	48037	83692
1094	48077	83641
1095	48120	83595
1096	48166	83555
1097	48208	83508
1098	48247	83456
1099	48290	83410
1100	48331	83361
1101	48372	83312
1102	48414	83265
1103	48463	83231
1104	48506	83185
1105	48546	83135
1106	48590	83091
1107	48635	83048
1108	48678	83004
1109	48723	82961
1110	48766	82916
1111	48808	82869
1112	48850	82822
1113	48893	82777
1114	48936	82730
1115	48977	82683
1116	49021	82638
1117	49064	82593
1118	49106	82545
1119	49148	82498
1120	49191	82453
1121	49235	82410
1122	49278	82364
1123	49319	82316
1124	49363	82273
1125	49405	82224
1126	49443	82172
1127	49488	82129
1128	49530	82082
1129	49572	82035
1130	49613	81987
1131	49654	81938
1132	49693	81887
1133	49737	81843
1134	49778	81794
1135	49819	81746
1136	49861	81698
1137	49905	81655
1138	49946	81607
1139	49988	81559
1140	50029	81511
1141	50073	81468
1142	50120	81429
1143	50164	81385
1144	50209	81343
1145	50257	81306
1146	50306	81270
1147	50353	81232
1148	50396	81186
1149	50438	81140
1150	50483	81097
1151	50527	81053
1152	50570	81009
1153	50624	80982
1154	50690	80972
1155	50731	80924
1156	50773	80877
1157	50816	80832
1158	50858	80785
1159	50900	80739
1160	50943	80692
1161	50985	80647
1162	51028	80601
1163	51070	80554
1164	51112	80507
1165	51154	80461
1166	51195	80412
1167	51238	80367
1168	51284	80326
1169	51326	80280
1170	51370	80236
1171	51413	80191
1172	51456	80145
1173	51499	80101
1174	51541	80053
1175	51583	80007
1176	51625	79959
1177	51664	79908
1178	51706	79862
1179	51748	79814
1180	51788	79765
1181	51830	79718
1182	51870	79668
1183	51911	79621
1184	51954	79576
1185	51998	79532
1186	52040	79485
1187	52082	79439
1188	52124	79392
1189	52167	79347
1190	52208	79298
1191	52247	79248
1192	52291	79204
1193	52336	79162
1194	52377	79114
1195	52415	79061
1196	52460	79018
1197	52504	78975
1198	52545	78928
1199	52588	78882
1200	52631	78837
1201	52671	78788
1202	52714	78743
1203	52755	78694
1204	52796	78646
1205	52838	78600
1206	52885	78561
1207	52925	78512
1208	52966	78464
1209	53008	78417
1210	53101	78446
1211	53143	78400
1212	53187	78356
1213	53228	78308
1214	53269	78259
1215	53312	78214
1216	53354	78168
1217	53398	78124
1218	53441	78080
1219	53488	78039
1220	53533	77998
1221	53574	77949
1222	53619	77908
1223	53665	77867
1224	53708	77822
1225	53766	77798
1226	53809	77754
1227	53855	77712
1228	53898	77668
1229	53941	77622
1230	53985	77579
1231	54027	77532
1232	54070	77487
1233	54111	77439
1234	54157	77399
1235	54199	77353
1236	54242	77307
1237	54287	77264
1238	54328	77217
1239	54369	77169
1240	54413	77125
1241	54456	77080
1242	54494	77029
1243	54535	76980
1244	54578	76935
1245	54623	76893
1246	54666	76848
1247	54713	76809
1248	54757	76765
1249	54801	76721
1250	54842	76674
1251	54886	76630
1252	54929	76585
1253	54970	76538
1254	55013	76493
1255	55056	76447
1256	55099	76403
1257	55141	76356
1258	55187	76315
1259	55228	76268
1260	55267	76217
1261	55301	76160
1262	55339	76108
1263	55379	76059
1264	55423	76015
1265	55466	75970
1266	55507	75922
1267	55545	75871
1268	55589	75827
1269	55633	75784
1270	55677	75740
1271	55724	75700
1272	55766	75654
1273	55805	75603
1274	55845	75555
1275	55888	75511
1276	55931	75466
1277	55973	75419
1278	56019	75378
1279	56066	75339
1280	56104	75287
1281	56144	75239
1282	56187	75193
1283	56229	75147
1284	56271	75100
1285	56314	75056
1286	56356	75010
1287	56400	74967
1288	56444	74923
1289	56488	74880
1290	56531	74835
1291	56571	74786
1292	56612	74739
1293	56653	74691
1294	56695	74645
1295	56736	74598
1296	56781	74556
1297	56823	74509
1298	56866	74464
1299	56909	74420
1300	56953	74376
1301	56995	74330
1302	57041	74289
1303	57086	74247
1304	57127	74200
1305	57169	74153
1306	57215	74112
1307	57258	74067
1308	57299	74021
1309	57344	73978
1310	57386	73932
1311	57428	73886
1312	57471	73841
1313	57514	73797
1314	57556	73751
1315	57597	73703
1316	57642	73661
1317	57683	73614
1318	57728	73572
1319	57772	73528
1320	57812	73480
1321	57857	73438
1322	57901	73394
1323	57945	73351
1324	57987	73304
1325	58029	73259
1326	58069	73210
1327	58112	73166
1328	58153	73119
1329	58198	73075
1330	58243	73033
1331	58285	72988
1332	58327	72942
1333	58369	72895
1334	58411	72849
1335	58461	72814
1336	58507	72773
1337	58549	72727
1338	58592	72682
1339	58636	72638
1340	58676	72590
1341	58717	72543
1342	58761	72500
1343	58805	72457
1344	58847	72410
1345	58891	72367
1346	58937	72326
1347	58980	72282
1348	59022	72235
1349	59055	72179
1350	59098	72134
1351	59142	72090
1352	59184	72044
1353	59226	71998
1354	59272	71957
1355	59314	71912
1356	59356	71866
1357	59398	71820
1358	59438	71772
1359	59484	71730
1360	59528	71687
1361	59573	71645
1362	59617	71602
1363	59662	71559
1364	59707	71518
1365	59752	71475
1366	59796	71432
1367	59838	71386
1368	59879	71338
1369	59919	71291
1370	59961	71245
1371	60004	71200
1372	60049	71158
1373	60089	71109
1374	60131	71064
1375	60172	71017
1376	60214	70971
1377	60256	70925
1378	60301	70884
1379	60355	70852
1380	60397	70806
1381	60442	70764
1382	60484	70717
1383	60528	70674
1384	60569	70627
1385	60612	70583
1386	60654	70538
1387	60696	70491
1388	60739	70447
1389	60782	70402
1390	60827	70360
1391	60867	70312
1392	60909	70266
1393	60956	70227
1394	60997	70180
1395	61040	70135
1396	61088	70096
1397	61131	70051
1398	61177	70010
1399	61220	69966
1400	61262	69920
1401	61305	69876
1402	61350	69833
1403	61394	69789
1404	61438	69746
1405	61484	69705
1406	61530	69664
1407	61573	69619
1408	61615	69574
1409	61660	69531
1410	61705	69490
1411	61746	69443
1412	61790	69400
1413	61830	69351
1414	61861	69294
1415	61904	69248
1416	61946	69203
1417	61988	69157
1418	62030	69112
1419	62072	69067
1420	62115	69022
1421	62158	68978
1422	62202	68934
1423	62246	68891
1424	62290	68847
1425	62333	68802
1426	62374	68756
1427	62415	68709
1428	62458	68664
1429	62499	68618
1430	62542	68573
1431	62585	68529
1432	62627	68483
1433	62670	68439
1434	62712	68393
1435	62759	68353
1436	62806	68313
1437	62850	68269
1438	62896	68228
1439	62944	68190
1440	62994	68152
1441	63038	68109
1442	63081	68065
1443	63130	68027
1444	63178	67987
1445	63227	67950
1446	63273	67908
1447	63318	67866
1448	63362	67822
1449	63408	67781
1450	63454	67740
1451	63554	67755
1452	63597	67711
1453	63639	67665
