iter	RMSE
171	1365813.59
172	1357376.131
173	1344172.421
174	1343089.611
175	1330061.084
176	1322128.407
177	1321188.681
178	1320348.435
179	1319062.976
180	1306364.804
181	1306346.451
182	1293799.307
183	1286421.075
184	1285649.668
185	1282860.429
186	1270158.524
187	1257450.597
188	1256177.476
189	1243695.495
190	1243162.876
191	1242306.539
192	1241603.668
193	1229905.933
194	1226678.215
195	1225487.09
196	1225476.265
197	1224081.632
198	1222825.472
199	1215335.7
200	1203957.994
201	1197477.677
202	1186363.784
203	1185576.961
204	1184892.861
205	1184408.296
206	1183722.486
207	1172325.988
208	1171565.907
209	1165494.53
210	1154816.996
211	1144212.643
212	1143128.151
213	1142068.812
214	1131723.373
215	1126097.786
216	1124782.116
217	1124033.883
218	1113558.991
219	1112296.252
220	1102361.402
221	1101775.105
222	1091998.916
223	1086828.897
224	1085792.428
225	1084713.682
226	1075158.196
227	1073958.016
228	1072968.098
229	1063544.582
230	1062517.775
231	1057672.503
232	1057318.913
233	1052669.701
234	1046746.27
235	1045825.621
236	1044914.179
237	1035901.146
238	1035585.577
239	1034706.042
240	1034183.538
241	1029794.568
242	1020938.641
243	1012073.021
244	1003546.955
245	1002883.567
246	993918.9756
247	993311.8315
248	992917.9899
249	984638.4413
250	984354.9208
251	975957.0012
252	975913.0119
253	975854.444
254	975114.604
255	966588.3649
256	958654.341
257	957812.9166
258	950051.5389
259	945882.0747
260	942401.793
261	934941.9593
262	934905.9639
263	926776.0023
264	919204.2215
265	919157.2395
266	918431.5911
267	918137.863
268	917344.6651
269	916224.497
270	915828.7942
271	915167.3701
272	914264.7285
273	913508.8427
274	913040.4693
275	912954.8539
276	912704.9096
277	912624.7792
278	909405.0102
279	902219.2698
280	901600.5853
281	893572.6954
282	885995.904
283	885136.4338
284	878302.5194
285	878162.7994
286	878088.0008
287	871061.6322
288	870991.9082
289	870237.902
290	867403.3565
291	866667.6015
292	866377.8384
293	865810.8835
294	864888.0941
295	864508.9294
296	857408.9839
297	854699.6491
298	854634.8604
299	854293.4168
300	851699.9426
301	849193.7813
302	848968.2299
303	848640.0096
304	841594.5643
305	840949.3556
306	840886.7348
307	840827.0731
308	840311.042
309	839839.2197
310	839521.9612
311	839004.8292
312	836632.5247
313	836187.436
314	834219.1746
315	831947.339
316	825403.2117
317	825362.5744
318	825333.0374
319	825053.9109
320	825005.5693
321	824630.3136
322	817876.9751
323	817842.8037
324	815760.611
325	808998.8616
326	807029.6706
327	806759.293
328	806099.0886
329	806066.977
330	804169.0108
331	802344.5184
332	802049.8819
333	801488.2959
334	801235.5797
335	798813.1443
336	798492.5818
337	797783.9232
338	793810.4679
339	792733.1994
340	792357.6528
341	792327.5771
342	792318.6648
343	791913.0532
344	791167.4001
345	789462.1629
346	783788.8363
347	783485.3938
348	783030.0991
349	779817.0835
350	779456.0763
351	778670.7374
352	777933.5274
353	777925.0873
354	772240.7384
355	771642.5503
356	771304.3229
357	770849.9711
358	770841.4143
359	765388.7292
360	760422.3719
361	759931.6303
362	759820.6818
363	759396.1173
364	759157.4625
365	754290.1932
366	754118.9153
367	749097.8605
368	748681.7695
369	748100.6992
370	742666.4175
371	742383.8852
372	737146.4373
373	736736.4262
374	732148.2231
375	731860.8707
376	731248.5666
377	729938.0938
378	729667.6936
379	729379.5209
380	729086.1289
381	728968.5937
382	724048.3571
383	723764.5947
384	723482.0742
385	719118.5245
386	718848.4456
387	718193.9926
388	717811.3287
389	717530.0073
390	716347.979
391	711578.95
392	711500.2491
393	706817.4679
394	706700.4662
395	706434.417
396	706213.0973
397	705502.9078
398	705229.015
399	704973.5089
400	704737.5521
401	702332.8871
402	702005.6015
403	697339.2067
404	696923.0623
405	696693.9362
406	696648.1388
407	696616.3296
408	696573.9427
409	696483.0633
410	696356.4145
411	696246.9528
412	691678.4213
413	687222.4315
414	687087.5403
415	686745.6131
416	686620.1528
417	682570.6111
418	678218.5648
419	677719.4127
420	677654.3074
421	677280.4921
422	676688.9667
423	672320.8952
424	671967.4336
425	671633.0248
426	667352.4031
427	663379.1066
428	663342.0136
429	662898.2545
430	662367.5489
431	662210.2888
432	662060.7101
433	661745.4357
434	657624.5931
435	657582.0932
436	657264.0011
437	656724.3611
438	656089.0229
439	655956.4387
440	655648.2577
441	655381.4252
442	654906.3915
443	654523.92
444	654210.5426
445	653735.0438
446	653482.3822
447	652838.3503
448	652803.0164
449	650618.0494
450	647612.9331
451	647536.1313
452	647368.2613
453	647164.4503
454	647066.8923
455	646657.7476
456	646302.4722
457	646236.8731
458	645906.996
459	645627.5149
460	645314.533
461	645060.4828
462	645052.903
463	644594.0563
464	644192.3597
465	644184.9617
466	643695.0403
467	643267.2319
468	643018.9333
469	642732.7875
470	642435.333
471	642395.4695
472	642388.4405
473	642049.6477
474	641938.0616
475	641909.5635
476	641818.8873
477	641099.4785
478	640823.8731
479	640439.4301
480	636497.6295
481	632368.0996
482	631741.1298
483	631096.7924
484	630609.1649
485	630304.8138
486	630056.4815
487	629999.5714
488	629946.2423
489	629553.115
490	629300.0112
491	628869.3798
492	628206.7329
493	628153.166
494	627333.7983
495	627277.9689
496	623380.3198
497	623133.4811
498	622890.7802
499	619070.6006
500	618826.1879
501	616833.0408
502	616466.295
503	615986.5383
504	615396.6075
505	615392.2718
506	615071.1395
507	611414.3159
508	611095.5003
509	607301.9632
510	607063.0426
511	606827.3524
512	603208.572
513	602881.6169
514	602572.2311
515	602151.9967
516	601909.0411
517	601744.4892
518	601340.1529
519	601013.0938
520	600527.9023
521	600480.7464
522	600112.532
523	599738.813
524	599694.1859
525	599461.6331
526	597759.1459
527	597335.6817
528	597321.0551
529	597100.5528
530	596692.3496
531	596689.737
532	595998.0555
533	595024.2566
534	594935.7202
535	594470.7506
536	594261.8687
537	593591.2478
538	592679.8428
539	590277.3697
540	586774.5262
541	586185.7821
542	582867.4072
543	582659.3308
544	582165.2215
545	582131.3603
546	581667.9753
547	581458.6639
548	581257.3924
549	581178.0971
550	580697.3246
551	580494.0715
552	580283.7389
553	580088.9256
554	578723.7568
555	578283.2558
556	575065.4797
557	574814.6679
558	574729.7211
559	574531.5411
560	571294.1264
561	570824.5096
562	570367.7378
563	570136.7645
564	570028.8658
565	569561.4182
566	566879.9546
567	566647.5874
568	564072.3059
569	561525.7161
570	558457.066
571	558375.0348
572	558191.5945
573	558154.4614
574	557825.8317
575	557374.8115
576	557338.9765
577	554924.3291
578	554365.5613
579	554288.3116
580	554188.6791
581	554154.7452
582	553714.092
583	553537.5598
584	553314.7938
585	553282.0018
586	553250.8202
587	553100.1681
588	552604.3069
589	552176.1429
590	552104.2286
591	551535.6783
592	551513.6631
593	551126.5151
594	550510.4992
595	549738.8153
596	549598.9409
597	549416.9246
598	548612.7855
599	548482.2499
600	548316.2099
601	548099.5652
602	545311.2389
603	542372.0213
604	540063.0655
605	539819.7447
606	539378.456
607	536551.7881
608	536333.2698
609	536021.3409
610	535767.8088
611	532392.7126
612	532337.9017
613	531808.9933
614	531594.5925
615	531417.9732
616	531212.7267
617	531184.2657
618	528340.3092
619	528312.8639
620	525789.2096
621	525575.8875
622	525225.12
623	525198.7557
624	525106.4135
625	524946.2617
626	522347.4472
627	521934.3551
628	521869.0132
629	521657.0014
630	521461.5557
631	521301.6417
632	518760.4214
633	518708.3207
634	518221.2988
635	515737.4865
636	513777.1965
637	511393.2618
638	508950.0739
639	508509.9655
640	506217.4214
641	505785.971
642	503377.9091
643	503094.0871
644	502752.206
645	502299.5818
646	500507.2819
647	500292.6938
648	497880.6876
649	497505.1143
650	495099.4612
651	494766.9137
652	494578.6938
653	494295.1449
654	494060.7415
655	493878.2291
656	493449.1059
657	491777.5244
658	489694.7804
659	489134.7638
660	488871.9278
661	488608.7683
662	486622.8536
663	485105.2961
664	484954.5136
665	484775.6905
666	484662.6586
667	482703.8911
668	480563.0685
669	479130.5281
670	478851.5028
671	477185.3967
672	475400.925
673	475253.3525
674	474961.7856
675	473218.7056
676	472910.1901
677	470914.2934
678	469244.5383
679	469077.7157
680	469048.7376
681	468724.2741
682	467092.1228
683	466843.8372
684	466523.8079
685	466097.963
686	465801.5932
687	465774.7054
688	464137.3154
689	463849.1534
690	463695.3901
691	463188.6676
692	461494.0445
693	461112.5033
694	460698.0941
695	460269.2017
696	460033.4986
697	459900.6822
698	459780.0483
699	459613.1564
700	459257.4686
701	459144.3728
702	459096.3977
703	457534.1946
704	455631.4177
705	454124.556
706	452653.7708
707	451227.7922
708	451201.2707
709	450950.8475
710	450220.8537
711	450070.2978
712	450052.9153
713	450029.9317
714	450005.0267
715	449858.6797
716	448275.6145
717	447100.168
718	447076.4371
719	446887.0707
720	445386.0135
721	445218.9026
722	445165.742
723	445120.7228
724	443470.2944
725	443186.869
726	442916.5731
727	442808.9073
728	442441.7691
729	441924.7471
730	441884.8402
731	441842.7714
732	440155.9716
733	439661.3456
734	438790.8465
735	438221.1428
736	436554.5239
737	436300.2953
738	436176.4465
739	435929.2211
740	434586.883
741	433046.3652
742	431541.0606
743	431392.5444
744	430809.8352
745	430531.3477
746	429052.7675
747	428614.9312
748	427161.6779
749	426855.4925
750	426842.4496
751	426502.1175
752	425826.5213
753	425479.0675
754	424065.6879
755	423695.5247
756	422617.3401
757	422445.8519
758	421081.6866
759	420849.2784
760	420762.246
761	420458.6932
762	419123.9668
763	418080.7572
764	417886.3404
765	417552.4113
766	416263.5786
767	416075.9505
768	415948.6282
769	415764.6328
770	415684.1378
771	415392.4456
772	415005.4213
773	414767.1489
774	414621.7232
775	414442.7363
776	413784.3449
777	413579.7747
778	413315.1896
779	413069.1915
780	412746.2325
781	412675.2501
782	412497.708
783	412198.0993
784	411776.2588
785	410629.2657
786	410447.5725
787	410255.7541
788	409892.2684
789	409067.7699
790	408778.3751
791	408745.0488
792	407343.6818
793	406307.5108
794	406242.8756
795	405791.6313
796	405454.9431
797	404247.8945
798	404116.8186
799	403944.5456
800	403871.4264
801	403781.0219
802	403674.2422
803	403507.4967
804	403296.1296
805	402387.2776
806	402301.5844
807	402122.2191
808	401977.9896
809	401676.4122
810	401344.8248
811	401220.457
812	400862.1629
813	400778.9841
814	400715.4985
815	400490.4593
816	400127.3219
817	399777.8652
818	399529.1896
819	399260.3716
820	399175.543
821	398671.4976
822	398393.728
823	398151.6161
824	397809.6432
825	396922.5936
826	396665.6196
827	396458.6505
828	396303.941
829	396140.8619
830	395622.4514
831	395294.7682
832	394988.4406
833	394128.7313
834	393966.9427
835	393814.1126
836	393724.7281
837	393650.7451
838	393485.8577
839	392345.7214
840	392065.4526
841	391909.5995
842	391759.1041
843	391542.0626
844	391422.9429
845	391291.3179
846	391260.1776
847	391060.8127
848	390868.0167
849	390815.4502
850	389498.0595
851	389353.2423
852	389224.3444
853	388951.4111
854	387504.1863
855	387270.6846
856	387073.4603
857	386762.1163
858	386680.8571
859	385880.6774
860	385755.4271
861	385547.6941
862	385206.9277
863	384345.8381
864	384064.904
865	383299.5788
866	382156.5157
867	382027.4902
868	381769.1232
869	381515.0337
870	381407.7868
871	381091.1163
872	380998.1628
873	380732.7474
874	380615.6303
875	380460.0347
876	380233.1959
877	380068.4052
878	379989.394
879	379500.4817
880	379449.8969
881	379386.3964
882	379031.4825
883	378869.082
884	377635.3022
885	377364.1407
886	377097.5402
887	376815.1312
888	376702.7719
889	376661.8533
890	376541.8465
891	376297.874
892	376185.6439
893	375164.0771
894	374174.5781
895	374065.0396
896	373089.024
897	372164.889
898	371235.9964
899	371092.2261
900	371003.1873
901	370902.896
902	370621.4511
903	369846.1697
904	369804.7522
905	368664.3703
906	368382.9197
907	368130.129
908	367849.418
909	367650.0359
910	367606.0958
911	367450.5239
912	367396.037
913	366650.1447
914	365766.7969
915	365633.549
916	365461.9478
917	364392.6878
918	364065.9868
919	363936.41
920	363044.7343
921	362198.5197
922	362009.9785
923	361960.8906
924	361682.0891
925	360854.2386
926	360611.3432
927	360484.3616
928	360287.873
929	360150.7021
930	359343.7864
931	359094.0489
932	358601.3972
933	358361.4341
934	358087.0013
935	357820.2958
936	357763.6358
937	356982.3824
938	356812.3574
939	356407.3059
940	355936.216
941	355805.7921
942	355345.4593
943	355186.2062
944	354987.5388
945	354052.5009
946	353893.7676
947	353512.8054
948	353480.1721
949	353325.1577
950	352503.854
951	352245.9186
952	352184.0634
953	351949.878
954	351809.7249
955	351567.8646
956	351268.9985
957	351202.9257
958	350562.2808
959	350427.8926
960	350336.3649
961	350248.5765
962	350196.8017
963	350136.9064
964	349905.6777
965	349777.7149
966	349646.234
967	349342.0114
968	349167.2337
969	348945.9745
970	348685.034
971	348602.0189
972	348490.3384
973	348350.7042
974	348168.2491
975	347955.5809
976	347715.8683
977	347694.0785
978	347588.2133
979	347459.7077
980	347340.9186
981	347162.1861
982	346970.5804
983	346915.3435
984	346857.3548
985	346643.0688
986	346638.2411
987	346422.7007
988	346373.1539
989	346253.1832
990	345203.4897
991	345171.1395
992	345100.4886
993	344999.058
994	344883.186
995	344577.517
996	344443.1916
997	344301.2559
998	344116.0223
999	343914.5666
1000	343236.3485
1001	343159.4256
1002	343116.723
1003	342682.2715
1004	342639.3844
1005	342477.8111
1006	342233.6403
1007	341602.6956
1008	341529.6634
1009	341447.8913
1010	340449.576
1011	339485.5654
1012	339366.079
1013	339287.28
1014	339150.6089
1015	339075.0619
1016	338777.9405
1017	338738.6038
1018	338520.9339
1019	338291.259
1020	338122.2036
1021	337516.7359
1022	337388.9902
1023	337361.6547
1024	337288.8719
1025	337136.9231
1026	336927.8428
1027	336761.5451
1028	336721.6018
1029	336603.2885
1030	336410.4865
1031	336312.1961
1032	335645.2332
1033	335385.9678
1034	335187.5927
1035	335050.8406
1036	335025.5404
1037	334298.8848
1038	334268.3669
1039	334187.7429
1040	333959.0954
1041	333935.3022
1042	333842.0718
1043	333594.6115
1044	333470.1142
1045	333202.6389
1046	333077.5056
1047	332844.3559
1048	332601.1082
1049	332453.9123
1050	332273.4455
1051	331961.9169
1052	331805.8284
1053	331501.2554
1054	331417.2378
1055	331142.0706
1056	330823.0015
1057	330616.5442
1058	330600.1185
1059	330504.1843
1060	330211.8172
1061	330047.8341
1062	329950.0979
1063	329827.7553
1064	329618.958
1065	329557.0852
1066	329230.5284
1067	329030.8582
1068	328805.7218
1069	328612.579
1070	328408.1027
1071	327767.4138
1072	327688.2686
1073	326943.0329
1074	326864.4812
1075	326833.0219
1076	326700.4695
1077	326528.8516
1078	326362.384
1079	326118.2935
1080	325726.2827
1081	325544.6133
1082	325527.1473
1083	325391.1219
1084	325353.8839
1085	325030.9427
1086	324875.2635
1087	324405.6419
1088	324026.4958
1089	323563.7459
1090	323503.6121
1091	323392.1334
1092	323236.3839
1093	323147.1028
1094	323128.5903
1095	323030.573
1096	322642.5437
1097	322503.6758
1098	322477.2104
1099	322229.8506
1100	322173.5312
1101	322097.7711
1102	321996.5897
1103	321924.2207
1104	321907.4208
1105	321826.7241
1106	321679.4856
1107	321602.7148
1108	321407.3291
1109	321392.4675
1110	321267.8772
1111	321023.0218
1112	320930.3058
1113	320701.2471
1114	320336.2626
1115	320026.1001
1116	319779.4255
1117	319465.4336
1118	319071.6795
1119	318853.4134
1120	318834.175
1121	318567.1744
1122	318159.3793
1123	318031.4773
1124	317946.6418
1125	317867.7829
1126	317797.8634
1127	317633.6653
1128	317320.4129
1129	317286.1419
1130	316700.5661
1131	315974.0257
1132	315945.6348
1133	315707.8899
1134	315454.2237
1135	315383.9778
1136	315163.3579
1137	315126.1376
1138	315001.6497
1139	314739.2781
1140	314139.2041
1141	314059.0078
1142	313697.7887
1143	313663.6654
1144	313489.2621
1145	312561.3873
1146	312360.5591
1147	312281.8637
1148	312264.3436
1149	312027.4935
1150	311969.9552
1151	311832.2219
1152	311639.0721
1153	311508.7971
1154	311456.0835
1155	311310.7773
1156	311293.2198
1157	311237.3934
1158	311026.6749
1159	310823.5605
1160	310486.9962
1161	309987.2336
1162	309981.3281
1163	309872.8229
1164	309326.6985
1165	308862.6714
1166	308761.2552
1167	308746.922
1168	308519.344
1169	308518.0605
1170	308379.6595
1171	308140.028
1172	308003.5496
1173	307945.2619
1174	307786.8928
1175	307488.3465
1176	307391.0223
1177	307389.8947
1178	307339.4919
1179	306762.9633
1180	306761.7704
1181	306633.9167
1182	306632.8528
1183	306619.0858
1184	306437.1735
1185	306116.6722
1186	306093.4397
1187	305551.9889
1188	305471.3144
1189	305431.3647
1190	305254.5898
1191	305175.4693
1192	305107.7626
1193	304579.7276
1194	304513.8835
1195	304378.315
1196	304215.9796
1197	303747.7456
1198	303562.9012
1199	303379.2882
1200	303226.5023
1201	303074.3533
1202	302682.6454
1203	302242.6758
1204	301824.35
1205	301663.1027
1206	301636.9903
1207	301363.4904
1208	301091.3837
1209	300867.0285
1210	300845.1385
1211	300763.4475
1212	300527.4237
1213	300505.5996
1214	299913.5843
1215	299776.2092
1216	299672.8946
1217	299517.8578
1218	299360.6908
1219	299333.5363
1220	299319.4784
1221	298741.6668
1222	298626.6173
1223	298568.7094
1224	298512.1125
1225	298457.5306
1226	298332.4681
1227	298306.1235
1228	298248.7789
1229	298086.5484
1230	298003.0904
1231	297864.4611
1232	297645.7965
1233	297529.6348
1234	297498.2391
1235	297088.6333
1236	296891.3024
1237	296617.7024
1238	296277.9993
1239	296067.3088
1240	295589.7326
1241	295469.5195
1242	295458.7703
1243	295266.0909
1244	295064.9978
1245	294985.3843
1246	294904.0845
1247	294738.924
1248	294648.2965
1249	294521.7961
1250	294378.3008
1251	294230.9775
1252	294029.7496
1253	293681.4069
1254	293595.7977
1255	293454.0229
1256	292922.6053
1257	292760.6996
1258	292648.2016
1259	292594.6676
1260	292360.666
1261	292311.0331
1262	292304.1145
1263	292135.3162
1264	291855.7468
1265	291808.1232
1266	291760.1228
1267	291698.5967
1268	291471.5481
1269	291222.0388
1270	291001.1149
1271	290625.5534
1272	290506.8516
1273	290483.2166
1274	290391.2864
1275	290255.1355
1276	290116.8577
1277	289531.8783
1278	289436.5409
1279	288697.6121
1280	288245.1881
1281	287796.0225
1282	287459.59
1283	287396.2496
1284	287343.2824
1285	287253.8643
1286	287036.4367
1287	286922.5278
1288	286832.6886
1289	286686.4894
1290	286534.1197
1291	286105.2752
1292	285963.0325
1293	285927.5831
1294	285793.71
1295	285651.8323
1296	285481.0477
1297	285271.1892
1298	285079.5509
1299	285054.3082
1300	284982.9196
1301	284906.9052
1302	284789.4173
1303	284701.2562
1304	284509.3932
1305	284332.0706
1306	284196.09
1307	283977.0727
1308	283768.9052
1309	283642.7671
1310	283592.7267
1311	283519.6829
1312	283481.3871
1313	283131.0886
1314	282967.0073
1315	282603.9643
1316	282446.0237
1317	282033.2447
1318	282000.5971
1319	281898.9669
1320	281841.4358
1321	281431.2906
1322	281087.42
1323	280930.3974
1324	280762.5395
1325	280649.99
1326	280535.8391
1327	280499.6171
1328	280378.4042
1329	280349.359
1330	279956.3519
1331	279553.3424
1332	279342.5824
1333	279331.3414
1334	279043.8703
1335	279022.7141
1336	278946.7216
1337	278708.4121
1338	278676.6583
1339	278645.1906
1340	278611.9497
1341	278513.8599
1342	278332.8981
1343	278203.189
1344	278196.895
1345	278007.8738
1346	277955.3181
1347	277934.4465
1348	277795.7886
1349	277706.057
1350	277532.9074
1351	277505.2968
1352	277156.662
1353	277028.4263
1354	276944.0601
1355	276874.7677
1356	276864.8632
1357	276751.3099
1358	276474.0051
1359	276409.5581
1360	276362.1701
1361	276289.4813
1362	276181.8671
1363	275790.8217
1364	275741.1673
1365	275653.8639
1366	275440.9135
1367	275346.9113
1368	275224.0045
1369	275144.7039
1370	275042.8087
1371	274771.8171
1372	274655.3794
1373	274207.9613
1374	274037.5439
1375	273658.1516
1376	273349.3888
1377	273196.5743
1378	273141.9152
1379	273061.8771
1380	272956.3627
1381	272926.9144
1382	272482.539
1383	272102.9109
1384	272033.7543
1385	271920.6631
1386	271861.0823
1387	271543.9189
1388	271207.4172
1389	271112.1726
1390	270762.7548
1391	270582.4858
1392	270540.9357
1393	270104.7451
1394	270070.3588
1395	269814.5921
1396	269700.8514
1397	269460.2294
1398	269445.0471
1399	269300.1887
1400	269273.3837
1401	269227.684
1402	269121.9312
1403	268938.1145
1404	268632.8821
1405	268548.5452
1406	268528.076
1407	268513.9262
1408	268169.8155
1409	267726.0986
1410	267679.0771
1411	267604.6211
1412	267424.3236
1413	267251.9638
1414	267238.8573
1415	266982.3217
1416	266954.5952
1417	266646.1583
1418	266502.3039
1419	266487.141
1420	266104.5529
1421	265881.8473
1422	265703.6389
1423	265563.7092
1424	265548.3767
1425	265154.1548
1426	265143.3322
1427	265075.8054
1428	264849.8649
1429	264761.8614
1430	264605.5006
1431	264570.3734
1432	264460.6907
1433	264323.5649
1434	264241.7172
1435	264165.7471
1436	264079.7524
1437	263947.0655
1438	263899.5687
1439	263676.4642
1440	263561.4706
1441	263483.0658
1442	263317.7911
1443	263182.0026
1444	263172.1569
1445	262846.4588
1446	262826.9056
1447	262527.2398
1448	262504.0109
1449	262445.9294
1450	262368.5652
1451	262123.5113
1452	262013.5472
1453	261698.7672
