iter	Passed	Remaining
589	30385	175615
590	30433	175544
591	30480	175468
592	30526	175387
593	30573	175309
594	30618	175217
595	30665	175145
596	30716	175090
597	30762	175008
598	30809	174928
599	30857	174858
600	30918	174859
601	30978	174860
602	31034	174831
603	31091	174810
604	31152	174816
605	31216	174834
606	31277	174835
607	31391	175131
608	31489	175339
609	31556	175370
610	31613	175349
611	31672	175339
612	31724	175288
613	31772	175214
614	31824	175161
615	31878	175125
616	31940	175131
617	31996	175099
618	32044	175029
619	32097	174983
620	32145	174909
621	32194	174843
622	32249	174811
623	32297	174740
624	32346	174672
625	32395	174604
626	32445	174544
627	32504	174531
628	32562	174512
629	32614	174464
630	32668	174420
631	32720	174370
632	32775	174334
633	32832	174310
634	32884	174261
635	32938	174222
636	32991	174176
637	33042	174121
638	33087	174034
639	33142	173997
640	33190	173927
641	33240	173862
642	33291	173809
643	33341	173750
644	33395	173708
645	33445	173649
646	33498	173600
647	33553	173566
648	33611	173549
649	33664	173501
650	33718	173459
651	33772	173418
652	33819	173342
653	33871	173292
654	33922	173236
655	33973	173180
656	34026	173136
657	34078	173084
658	34127	173022
659	34177	172961
660	34228	172900
661	34278	172843
662	34330	172793
663	34385	172754
664	34442	172731
665	34497	172694
666	34551	172655
667	34607	172622
668	34662	172585
669	34720	172568
670	34772	172513
671	34827	172478
672	34875	172408
673	34923	172335
674	34976	172291
675	35040	172299
676	35137	172469
677	35211	172526
678	35394	173113
679	35487	173261
680	35608	173543
681	35681	173594
682	35750	173622
683	35818	173644
684	35882	173650
685	35935	173599
686	35988	173551
687	36041	173502
688	36094	173450
689	36146	173398
690	36197	173340
691	36261	173343
692	36321	173324
693	36391	173357
694	36454	173355
695	36517	173353
696	36579	173344
697	36644	173351
698	36734	173479
699	36845	173701
700	36919	173747
701	36984	173751
702	37048	173754
703	37105	173722
704	37162	173687
705	37216	173639
706	37267	173582
707	37323	173545
708	37382	173520
709	37440	173490
710	37490	173424
711	37534	173332
712	37582	173258
713	37629	173179
714	37678	173111
715	37732	173063
716	37779	172984
717	37831	172930
718	37884	172878
719	37934	172812
720	37996	172802
721	38056	172784
722	38111	172741
723	38166	172697
724	38216	172634
725	38267	172573
726	38320	172519
727	38371	172458
728	38420	172391
729	38481	172376
730	38545	172374
731	38598	172320
732	38646	172250
733	38697	172185
734	38749	172130
735	38801	172077
736	38859	172046
737	38918	172020
738	38987	172040
739	39054	172051
740	39124	172071
741	39183	172047
742	39250	172057
743	39317	172068
744	39386	172086
745	39452	172088
746	39512	172066
747	39565	172015
748	39616	171952
749	39669	171901
750	39721	171842
751	39772	171782
752	39820	171711
753	39870	171645
754	39923	171589
755	39982	171566
756	40033	171505
757	40087	171454
758	40135	171380
759	40183	171309
760	40233	171243
761	40282	171175
762	40336	171128
763	40390	171078
764	40438	171006
765	40485	170925
766	40536	170865
767	40619	170942
768	40679	170918
769	40734	170873
770	40794	170852
771	40857	170840
772	40914	170801
773	40970	170764
774	41025	170718
775	41080	170673
776	41137	170638
777	41192	170592
778	41248	170553
779	41302	170504
780	41357	170458
781	41411	170411
782	41463	170356
783	41529	170353
784	41585	170317
785	41634	170246
786	41686	170188
787	41741	170142
788	41796	170098
789	41850	170049
790	41898	169978
791	41947	169909
792	41997	169842
793	42047	169776
794	42095	169706
795	42145	169639
796	42194	169572
797	42238	169484
798	42288	169418
799	42346	169385
800	42397	169323
801	42445	169252
802	42495	169189
803	42542	169113
804	42593	169049
805	42638	168966
806	42686	168895
807	42739	168841
808	42786	168767
809	42837	168705
810	42888	168643
811	42937	168576
812	42987	168511
813	43033	168433
814	43080	168358
815	43128	168285
816	43177	168218
817	43224	168142
818	43274	168079
819	43322	168008
820	43372	167943
821	43430	167908
822	43477	167836
823	43527	167770
824	43575	167699
825	43623	167628
826	43669	167548
827	43717	167478
828	43761	167391
829	43810	167322
830	43862	167270
831	43912	167206
832	43963	167147
833	44018	167100
834	44067	167035
835	44115	166965
836	44167	166907
837	44220	166857
838	44264	166771
839	44319	166724
840	44366	166652
841	44415	166583
842	44465	166521
843	44522	166484
844	44575	166432
845	44625	166370
846	44675	166307
