iter	RMSE
283	370535.0718
284	369831.1374
285	369360.6845
286	368472.809
287	368085.6223
288	367297.9917
289	366910.673
290	365879.9003
291	365605.4729
292	365048.1201
293	363773.0933
294	362556.1086
295	361928.4347
296	361317.387
297	360653.4215
298	359799.5385
299	359225.1471
300	358366.0782
301	357617.9644
302	357002.7124
303	356758.6299
304	356435.568
305	355586.2264
306	355166.0342
307	354325.3363
308	353859.5803
309	353195.1557
310	352367.1309
311	351262.297
312	350553.6699
313	350127.9814
314	349105.1604
315	348578.8387
316	347479.7273
317	346467.5747
318	345525.6797
319	345119.8064
320	344056.1247
321	343697.3821
322	342576.3741
323	341815.6528
324	340969.5272
325	340144.9275
326	339396.2071
327	338447.0272
328	337659.8405
329	337474.5421
330	336524.9124
331	336279.5634
332	335702.3718
333	335163.6649
334	334385.5045
335	334120.4822
336	333536.6059
337	333148.0909
338	333033.8713
339	332258.1557
340	331498.8815
341	331055.6208
342	330260.6605
343	329735.7496
344	328888.6479
345	328195.6422
346	327586.7546
347	327047.2635
348	326087.8579
349	325880.8533
350	325411.6718
351	324871.6625
352	324144.3558
353	323433.849
354	322298.7261
355	321595.726
356	321278.1841
357	320989.1589
358	320805.7532
359	320240.8275
360	319673.1839
361	319558.4763
362	319328.9886
363	318493.0471
364	317589.7473
365	317058.7095
366	316730.4211
367	316332.8982
368	316060.279
369	315865.3684
370	315586.8254
371	315029.9965
372	314657.5922
373	313852.2241
374	313474.377
375	312994.9506
376	312528.1728
377	311985.1632
378	311650.0517
379	311359.7991
380	310707.5279
381	310116.2477
382	309796.2574
383	309555.0647
384	308946.9494
385	308611.9717
386	307731.2134
387	307435.5783
388	306949.5582
389	306575.5867
390	306182.5273
391	305683.9878
392	305333.693
393	305192.2996
394	304756.9911
395	304512.8863
396	304378.0538
397	303816.6752
398	303276.0654
399	302757.9519
400	301855.4731
401	301547.8735
402	300329.9651
403	299866.8846
404	299246.6987
405	298702.5647
406	298167.1274
407	297549.2207
408	297248.7397
409	296655.3148
410	296192.813
411	295683.4851
412	295301.6204
413	294582.6837
414	294186.9316
415	293832.4018
416	293590.0994
417	292952.0274
418	292635.0291
419	292454.2819
420	292170.1028
421	292077.6524
422	291844.7737
423	291186.4723
424	290886.9683
425	290259.7774
426	290119.5488
427	289827.6648
428	289353.478
429	288603.623
430	287592.9702
431	287356.0345
432	286844.8007
433	286639.8452
434	285848.8966
435	285747.7378
436	284990.3103
437	284717.2639
438	284122.0583
439	283688.5748
440	283469.9134
441	283105.1965
442	282659.4412
443	282306.7735
444	281798.0046
445	281565.87
446	280935.0106
447	280882.0252
448	280752.801
449	280676.5278
450	280305.901
451	279952.8326
452	279484.8922
453	279108.1346
454	278460.0806
455	277838.025
456	277593.9869
457	277448.2947
458	277168.8076
459	276483.9449
460	275928.8302
461	275482.1769
462	275434.3534
463	275109.2773
464	274712.8704
465	274150.6746
466	273734.1272
467	273355.473
468	272881.2642
469	272380.308
470	271857.8882
471	271318.4366
472	270878.5315
473	270413.214
474	270244.8734
475	269821.0612
476	269679.2536
477	269478.8841
478	268883.6342
479	268299.3218
480	268034.7066
481	267554.7381
482	267233.193
483	266922.5685
484	266708.6352
485	266558.191
486	265981.9578
487	265560.5639
488	265128.8509
489	264799.6041
490	264410.7899
491	264001.1767
492	263888.8456
493	263321.3147
494	263044.3016
495	262753.6247
496	262474.5753
497	262261.7044
498	261972.6028
499	261071.2814
500	260882.0485
501	260535.8756
502	260234.0782
503	260008.5511
504	259599.4562
505	259224.8938
506	258780.5436
507	258468.0201
508	258210.7149
509	257675.6106
510	257074.6084
511	256856.0862
512	256503.7923
513	256185.75
514	256034.6278
515	255512.7312
516	255335.3086
517	254693.1927
518	254514.9513
519	254296.9318
520	253831.6747
521	253603.6754
522	253299.4886
523	253172.7039
524	252943.0266
525	252459.3684
526	251966.4516
527	251930.6421
528	251740.0565
529	251517.2524
530	251118.7333
531	250794.7246
532	250363.3292
533	250300.2497
534	249901.4486
535	249471.5814
536	249202.8231
537	248896.038
538	248798.0167
539	248417.5865
540	248125.2329
541	247675.2345
542	247564.5781
543	247366.0293
544	247189.4412
545	246963.6214
546	246370.6453
547	245789.1683
548	245512.7604
549	245148.748
550	244866.9124
551	244524.8249
552	244291.7979
553	244000.4694
554	243928.9807
555	243758.1245
556	243612.4773
557	243212.8333
558	242911.221
559	242806.3938
560	242494.7881
561	242013.592
562	241879.3869
563	241586.8837
564	241246.0156
565	240855.0294
566	240447.2989
567	240128.5365
568	239945.5896
569	239744.1428
570	239568.8982
571	239164.3031
572	239102.1383
573	238835.7439
574	238377.9302
575	238089.4599
576	237691.9681
577	237218.0765
578	236866.218
579	236482.8154
580	236169.5073
581	235824.0264
582	235572.3221
583	235195.0003
584	234878.9958
585	234681.2252
586	234495.9206
587	234305.7666
588	233736.4921
589	233574.8556
590	233242.9202
591	233060.3476
592	232740.0455
593	232382.5026
594	232118.6694
595	231690.8298
596	231372.3122
597	231179.6958
598	230982.3948
599	230577.9771
600	230454.9543
601	230341.6459
602	230047.4614
603	229531.6349
604	229383.8794
605	229020.0345
606	228605.7739
607	228214.1651
608	227715.5404
609	227463.1928
610	227208.6225
611	226902.9629
612	226514.777
613	226180.0487
614	225892.541
615	225731.695
616	225429.0147
617	225034.8972
618	224962.2408
619	224560.9159
620	224414.6093
621	224161.4705
622	223822.869
623	223330.2281
624	223075.1259
625	222609.6617
626	222502.83
627	222211.1138
628	222044.6903
629	221553.9572
630	221441.0132
631	221096.5567
632	220692.1375
633	220510.0001
634	220239.3757
635	219898.4648
636	219688.8884
637	219330.6469
638	219044.1381
639	218990.6851
640	218743.1568
641	218504.6125
642	218271.8675
643	218197.7344
644	217883.2334
645	217754.6376
646	217615.2742
647	217359.067
648	217079.2493
649	216744.5637
650	216544.0145
651	216367.7878
652	215878.7229
653	215736.1347
654	215461.3719
655	215298.3881
656	215045.6331
657	214832.1909
658	214507.2644
659	214384.6691
660	213880.3819
661	213587.2127
662	213255.9462
663	213041.2497
664	212629.7896
665	212305.4035
666	212112.9822
667	211999.1656
668	211694.9171
669	211406.2091
670	211260.0562
671	210953.521
672	210717.7246
673	210281.0136
674	210149.4544
675	210114.0093
676	209964.3582
677	209853.3843
678	209596.909
679	209423.0066
680	209276.1906
681	208856.6185
682	208686.7795
683	208368.4872
684	208172.0172
685	208156.1424
686	207916.6771
687	207672.6687
688	207232.915
689	206926.7673
690	206711.131
691	206431.0686
692	206147.4513
693	205602.1333
694	205432.2847
695	205368.8548
696	205026.561
697	204708.7587
698	204368.313
699	204100.1966
700	203771.1301
701	203627.4895
702	203462.0685
703	202944.5203
704	202843.4412
705	202555.4808
706	202310.6776
707	202185.0519
708	201774.1557
709	201492.5992
710	201104.5947
711	200914.509
712	200689.5878
713	200418.9649
714	200187.8231
715	199686.8525
716	199259.0867
717	198968.8389
718	198740.5869
719	198661.0198
720	198460.3606
721	198163.1131
722	197867.0406
723	197818.5257
724	197709.9514
725	197445.9198
726	197212.4329
727	197046.014
728	196938.1409
729	196776.8094
730	196562.9367
731	196322.5016
732	196239.888
733	196144.6721
734	195980.4194
735	195888.7069
736	195517.6014
737	195280.5091
738	194860.5472
739	194740.5901
740	194512.0727
741	194314.8008
742	194097.6522
743	193985.7416
744	193792.5367
745	193343.6821
746	193194.0878
747	192803.7434
748	192676.4981
749	192526.9131
750	192436.9191
751	192098.6684
752	191805.9692
753	191727.3038
754	191519.0296
755	191378.2326
756	191178.7122
757	190739.947
758	190525.2244
759	190358.3431
760	190131.8675
761	189934.5169
762	189740.8332
763	189527.2305
764	189303.97
765	189135.8335
766	188936.0958
767	188825.5468
768	188630.8808
769	188429.9998
770	188218.9153
771	188050.3341
772	187720.2979
773	187417.7448
774	187217.4236
775	187093.3887
776	186799.6384
777	186611.8751
778	186371.5875
779	186198.92
780	186100.1431
781	185705.7541
782	185478.86
783	185042.1143
784	184817.7401
785	184687.3309
786	184418.9207
787	184164.9075
788	184056.224
789	183773.7584
790	183469.7042
791	183375.8019
792	183150.5599
793	182905.7511
794	182715.5513
795	182465.7626
796	182225.9905
797	182069.1062
798	181857.2736
799	181654.4174
800	181490.7354
801	181331.3204
802	180931.8599
803	180808.9198
804	180651.4739
805	180440.9401
806	180160.334
807	179994.0157
808	179853.2543
809	179600.6974
810	179560.8365
811	179345.4728
812	179122.6593
813	179008.8839
814	178692.9899
815	178537.5311
816	178176.7347
817	178094.2204
818	177905.2722
819	177890.1937
820	177751.9399
821	177563.8905
822	177304.3831
823	177162.7974
824	176949.0037
825	176936.6244
826	176587.0388
827	176413.0008
828	176306.6007
829	176119.9237
830	175988.9394
831	175826.3445
832	175604.2729
833	175445.5855
834	175368.0518
835	175213.3361
836	175064.9451
837	174753.0073
838	174526.8619
839	174194.2737
840	173956.8611
841	173629.9182
842	173437.3323
843	173289.4353
844	173091.6438
845	173006.1822
846	172952.3587
